geoid,geoid20,year,total_pop
1400000US06037700200,6037700200,2019,7446
1400000US06037700300,6037700300,2019,6223
1400000US06037700400,6037700400,2019,5162
1400000US06037700501,6037700501,2019,3524
1400000US06037700502,6037700502,2019,4387
1400000US06037700600,6037700600,2019,5020
1400000US06037700700,6037700700,2019,3574
1400000US06037700801,6037700801,2019,4610
1400000US06037700802,6037700802,2019,4089
1400000US06037700901,6037700901,2019,3595
1400000US06037700902,6037700902,2019,7352
1400000US06037701000,6037701000,2019,5932
1400000US06037701201,6037701201,2019,4088
1400000US06037701202,6037701202,2019,3381
1400000US06037701302,6037701302,2019,4868
1400000US06037701304,6037701304,2019,6212
1400000US06037701402,6037701402,2019,5577
1400000US06037701501,6037701501,2019,5267
1400000US06037701502,6037701502,2019,3530
1400000US06037701601,6037701601,2019,4150
1400000US06037701602,6037701602,2019,3987
1400000US06037701701,6037701701,2019,3305
1400000US06037701702,6037701702,2019,3437
1400000US06037701801,6037701801,2019,6988
1400000US06037701802,6037701802,2019,4645
1400000US06037701902,6037701902,2019,4659
1400000US06037702002,6037702002,2019,6443
1400000US06037702102,6037702102,2019,6052
1400000US06037702201,6037702201,2019,4110
1400000US06037702202,6037702202,2019,3962
1400000US06037702300,6037702300,2019,6818
1400000US06037702400,6037702400,2019,4364
1400000US06037702501,6037702501,2019,4965
1400000US06037702502,6037702502,2019,3757
1400000US06037702600,6037702600,2019,6389
1400000US06037702700,6037702700,2019,3432
1400000US06037702801,6037702801,2019,4662
1400000US06037702802,6037702802,2019,2293
1400000US06037702803,6037702803,2019,3063
1400000US06037702900,6037702900,2019,9832
1400000US06037703002,6037703002,2019,6758
1400000US06037703003,6037703003,2019,2767
1400000US06037703100,6037703100,2019,6068
1400000US06037703200,6037703200,2019,5688
1400000US06037800101,6037800101,2019,5738
1400000US06037800103,6037800103,2019,2528
1400000US06037800104,6037800104,2019,4685
1400000US06037800202,6037800202,2019,6060
1400000US06037800204,6037800204,2019,4489
1400000US06037800205,6037800205,2019,647
1400000US06037800206,6037800206,2019,4929
1400000US06037800324,6037800324,2019,6963
1400000US06037800325,6037800325,2019,3572
1400000US06037800328,6037800328,2019,2683
1400000US06037800333,6037800333,2019,1313
1400000US06037800334,6037800334,2019,4995
1400000US06037800335,6037800335,2019,5623
1400000US06037800336,6037800336,2019,6094
1400000US06037800337,6037800337,2019,857
1400000US06037800338,6037800338,2019,6789
1400000US06037800406,6037800406,2019,2528
1400000US06037800410,6037800410,2019,4000
1400000US06037800411,6037800411,2019,4079
1400000US06037800412,6037800412,2019,3193
1400000US06037800504,6037800504,2019,2365
1400000US06037800506,6037800506,2019,3270
1400000US06037900102,6037900102,2019,710
1400000US06037900103,6037900103,2019,5938
1400000US06037900104,6037900104,2019,5822
1400000US06037900301,6037900301,2019,633
1400000US06037900501,6037900501,2019,7225
1400000US06037900504,6037900504,2019,7260
1400000US06037900505,6037900505,2019,3427
1400000US06037900506,6037900506,2019,4187
1400000US06037900508,6037900508,2019,4004
1400000US06037900509,6037900509,2019,3076
1400000US06037900510,6037900510,2019,4257
1400000US06037900602,6037900602,2019,5614
1400000US06037900606,6037900606,2019,3532
1400000US06037900607,6037900607,2019,3651
1400000US06037900608,6037900608,2019,3439
1400000US06037900609,6037900609,2019,4906
1400000US06037900610,6037900610,2019,4715
1400000US06037900611,6037900611,2019,2823
1400000US06037900701,6037900701,2019,5012
1400000US06037900703,6037900703,2019,4349
1400000US06037900704,6037900704,2019,2910
1400000US06037900705,6037900705,2019,3980
1400000US06037900804,6037900804,2019,3359
1400000US06037900805,6037900805,2019,4916
1400000US06037900806,6037900806,2019,4634
1400000US06037900807,6037900807,2019,4365
1400000US06037900808,6037900808,2019,4386
1400000US06037900901,6037900901,2019,1782
1400000US06037900902,6037900902,2019,2236
1400000US06037901003,6037901003,2019,4895
1400000US06037901007,6037901007,2019,2094
1400000US06037901008,6037901008,2019,2744
1400000US06037901009,6037901009,2019,5388
1400000US06037901010,6037901010,2019,5723
1400000US06037901011,6037901011,2019,5314
1400000US06037901012,6037901012,2019,3698
1400000US06037901013,6037901013,2019,2813
1400000US06037901014,6037901014,2019,5952
1400000US06037901101,6037901101,2019,5519
1400000US06037901102,6037901102,2019,5331
1400000US06037901209,6037901209,2019,1633
1400000US06037901210,6037901210,2019,1631
1400000US06037901214,6037901214,2019,1138
1400000US06037901215,6037901215,2019,570
1400000US06037901216,6037901216,2019,9074
1400000US06037901217,6037901217,2019,3884
1400000US06037901218,6037901218,2019,650
1400000US06037901300,6037901300,2019,6297
1400000US06037910002,6037910002,2019,7708
1400000US06037910210,6037910210,2019,7239
1400000US06037910211,6037910211,2019,1169
1400000US06037910212,6037910212,2019,4051
1400000US06037910213,6037910213,2019,1225
1400000US06037910214,6037910214,2019,5975
1400000US06037910215,6037910215,2019,6034
1400000US06037910216,6037910216,2019,4864
1400000US06037910217,6037910217,2019,4569
1400000US06037910218,6037910218,2019,4842
1400000US06037910301,6037910301,2019,3874
1400000US06037910302,6037910302,2019,5323
1400000US06037910401,6037910401,2019,6113
1400000US06037910404,6037910404,2019,4284
1400000US06037910405,6037910405,2019,5861
1400000US06037910501,6037910501,2019,5216
1400000US06037910502,6037910502,2019,4537
1400000US06037910504,6037910504,2019,4254
1400000US06037910505,6037910505,2019,3201
1400000US06037910601,6037910601,2019,6726
1400000US06037910602,6037910602,2019,4433
1400000US06037910605,6037910605,2019,4715
1400000US06037910606,6037910606,2019,3121
1400000US06037910607,6037910607,2019,3226
1400000US06037910608,6037910608,2019,3702
1400000US06037910706,6037910706,2019,6182
1400000US06037910707,6037910707,2019,5420
1400000US06037910709,6037910709,2019,2016
1400000US06037910712,6037910712,2019,2904
1400000US06037910713,6037910713,2019,5733
1400000US06037910714,6037910714,2019,3870
1400000US06037910715,6037910715,2019,6653
1400000US06037910716,6037910716,2019,5770
1400000US06037910717,6037910717,2019,3492
1400000US06037910718,6037910718,2019,4087
1400000US06037910719,6037910719,2019,4034
1400000US06037910720,6037910720,2019,3549
1400000US06037910721,6037910721,2019,4160
1400000US06037910804,6037910804,2019,2376
1400000US06037910807,6037910807,2019,6424
1400000US06037910808,6037910808,2019,3445
1400000US06037910809,6037910809,2019,1661
1400000US06037910810,6037910810,2019,2425
1400000US06037910814,6037910814,2019,3968
1400000US06037910815,6037910815,2019,5865
1400000US06037911001,6037911001,2019,3926
1400000US06037911100,6037911100,2019,8133
1400000US06037920013,6037920013,2019,7199
1400000US06037920015,6037920015,2019,6537
1400000US06037920016,6037920016,2019,3509
1400000US06037920017,6037920017,2019,4309
1400000US06037920018,6037920018,2019,2024
1400000US06037920020,6037920020,2019,6613
1400000US06037920028,6037920028,2019,6620
1400000US06037920029,6037920029,2019,5894
1400000US06037920030,6037920030,2019,5085
1400000US06037920031,6037920031,2019,4507
1400000US06037920034,6037920034,2019,3790
1400000US06037920035,6037920035,2019,6895
1400000US06037920038,6037920038,2019,1707
1400000US06037920039,6037920039,2019,2191
1400000US06037920040,6037920040,2019,3979
1400000US06037920041,6037920041,2019,1660
1400000US06037920042,6037920042,2019,6990
1400000US06037920043,6037920043,2019,7130
1400000US06037920044,6037920044,2019,2399
1400000US06037920045,6037920045,2019,4282
1400000US06037920046,6037920046,2019,4608
1400000US06037920047,6037920047,2019,5710
1400000US06037920048,6037920048,2019,5910
1400000US06037920049,6037920049,2019,4538
1400000US06037920050,6037920050,2019,1275
1400000US06037920102,6037920102,2019,5409
1400000US06037920104,6037920104,2019,2932
1400000US06037920106,6037920106,2019,3642
1400000US06037920109,6037920109,2019,5531
1400000US06037920110,6037920110,2019,3107
1400000US06037920111,6037920111,2019,2710
1400000US06037920112,6037920112,2019,4211
1400000US06037920114,6037920114,2019,6505
1400000US06037920115,6037920115,2019,3957
1400000US06037920116,6037920116,2019,5476
1400000US06037920118,6037920118,2019,5774
1400000US06037920119,6037920119,2019,1945
1400000US06037920120,6037920120,2019,1248
1400000US06037920121,6037920121,2019,10571
1400000US06037920200,6037920200,2019,5382
1400000US06037920303,6037920303,2019,1681
1400000US06037920312,6037920312,2019,5814
1400000US06037920313,6037920313,2019,4719
1400000US06037920314,6037920314,2019,2935
1400000US06037920322,6037920322,2019,2854
1400000US06037920326,6037920326,2019,7572
1400000US06037920328,6037920328,2019,1997
1400000US06037920329,6037920329,2019,7152
1400000US06037920330,6037920330,2019,3178
1400000US06037920331,6037920331,2019,3454
1400000US06037920332,6037920332,2019,2205
1400000US06037920334,6037920334,2019,6088
1400000US06037920338,6037920338,2019,5708
1400000US06037920339,6037920339,2019,7556
1400000US06037920340,6037920340,2019,4431
1400000US06037920341,6037920341,2019,2427
1400000US06037920342,6037920342,2019,3338
1400000US06037920343,6037920343,2019,3670
1400000US06037930400,6037930400,2019,3296
1400000US06037980001,6037980001,2019,0
1400000US06037980002,6037980002,2019,0
1400000US06037980003,6037980003,2019,0
1400000US06037980004,6037980004,2019,0
1400000US06037980005,6037980005,2019,0
1400000US06037980006,6037980006,2019,57
1400000US06037980007,6037980007,2019,0
1400000US06037980008,6037980008,2019,68
1400000US06037980009,6037980009,2019,5
1400000US06037980010,6037980010,2019,95
1400000US06037980011,6037980011,2019,93
1400000US06037980012,6037980012,2019,31
1400000US06037980013,6037980013,2019,0
1400000US06037980014,6037980014,2019,9
1400000US06037980015,6037980015,2019,707
1400000US06037980016,6037980016,2019,295
1400000US06037980017,6037980017,2019,1187
1400000US06037980018,6037980018,2019,23
1400000US06037980019,6037980019,2019,209
1400000US06037980020,6037980020,2019,0
1400000US06037980021,6037980021,2019,33
1400000US06037980022,6037980022,2019,416
1400000US06037980023,6037980023,2019,0
1400000US06037980024,6037980024,2019,223
1400000US06037980025,6037980025,2019,1618
1400000US06037980026,6037980026,2019,26
1400000US06037980028,6037980028,2019,0
1400000US06037980030,6037980030,2019,0
1400000US06037980031,6037980031,2019,1235
1400000US06037980033,6037980033,2019,16
1400000US06037980034,6037980034,2019,9
1400000US06037980035,6037980035,2019,7049
1400000US06037980036,6037980036,2019,8671
1400000US06037980037,6037980037,2019,2591
1400000US06037980038,6037980038,2019,5577
1400000US06037980039,6037980039,2019,162
1400000US06037101110,6037101110,2018,4314
1400000US06037101122,6037101122,2018,3239
1400000US06037101220,6037101220,2018,3497
1400000US06037101221,6037101221,2018,3294
1400000US06037101222,6037101222,2018,2758
1400000US06037101300,6037101300,2018,4297
1400000US06037101400,6037101400,2018,3851
1400000US06037102103,6037102103,2018,1771
1400000US06037102104,6037102104,2018,3550
1400000US06037102105,6037102105,2018,1857
1400000US06037102107,6037102107,2018,4333
1400000US06037103101,6037103101,2018,2597
1400000US06037103102,6037103102,2018,4456
1400000US06037103201,6037103201,2018,1773
1400000US06037103202,6037103202,2018,4297
1400000US06037103300,6037103300,2018,3549
1400000US06037103401,6037103401,2018,3734
1400000US06037103402,6037103402,2018,2928
1400000US06037104103,6037104103,2018,3647
1400000US06037104105,6037104105,2018,6189
1400000US06037104108,6037104108,2018,5420
1400000US06037104124,6037104124,2018,4188
1400000US06037104201,6037104201,2018,4424
1400000US06037104203,6037104203,2018,5541
1400000US06037104204,6037104204,2018,3557
1400000US06037104310,6037104310,2018,5313
1400000US06037104321,6037104321,2018,2401
1400000US06037104322,6037104322,2018,3198
1400000US06037104401,6037104401,2018,3452
1400000US06037104403,6037104403,2018,3262
1400000US06037104404,6037104404,2018,3128
1400000US06037104500,6037104500,2018,2950
1400000US06037104610,6037104610,2018,3504
1400000US06037104620,6037104620,2018,3684
1400000US06037104701,6037104701,2018,4325
1400000US06037104703,6037104703,2018,2303
1400000US06037104704,6037104704,2018,4331
1400000US06037104821,6037104821,2018,3361
1400000US06037104822,6037104822,2018,2728
1400000US06037104823,6037104823,2018,2738
1400000US06037104824,6037104824,2018,3051
1400000US06037106010,6037106010,2018,3104
1400000US06037106020,6037106020,2018,5806
1400000US06037106111,6037106111,2018,3261
1400000US06037106112,6037106112,2018,5861
1400000US06037106113,6037106113,2018,3962
1400000US06037106114,6037106114,2018,6406
1400000US06037106403,6037106403,2018,3431
1400000US06037106405,6037106405,2018,4813
1400000US06037106406,6037106406,2018,5654
1400000US06037106407,6037106407,2018,3272
1400000US06037106408,6037106408,2018,3817
1400000US06037106510,6037106510,2018,5539
1400000US06037106520,6037106520,2018,5879
1400000US06037106603,6037106603,2018,2170
1400000US06037106604,6037106604,2018,5142
1400000US06037106641,6037106641,2018,2352
1400000US06037106642,6037106642,2018,3016
1400000US06037106643,6037106643,2018,4597
1400000US06037106645,6037106645,2018,3491
1400000US06037106646,6037106646,2018,3439
1400000US06037106648,6037106648,2018,4569
1400000US06037106649,6037106649,2018,2599
1400000US06037107010,6037107010,2018,3093
1400000US06037107020,6037107020,2018,5438
1400000US06037108101,6037108101,2018,2417
1400000US06037108102,6037108102,2018,3677
1400000US06037108103,6037108103,2018,3152
1400000US06037108104,6037108104,2018,1922
1400000US06037108202,6037108202,2018,7451
1400000US06037108203,6037108203,2018,2691
1400000US06037108204,6037108204,2018,2809
1400000US06037109100,6037109100,2018,2734
1400000US06037109200,6037109200,2018,2553
1400000US06037109300,6037109300,2018,3247
1400000US06037109400,6037109400,2018,3957
1400000US06037109500,6037109500,2018,4821
1400000US06037109601,6037109601,2018,4938
1400000US06037109603,6037109603,2018,4476
1400000US06037109604,6037109604,2018,3088
1400000US06037109700,6037109700,2018,4568
1400000US06037109800,6037109800,2018,5398
1400000US06037111100,6037111100,2018,3128
1400000US06037111201,6037111201,2018,3485
1400000US06037111202,6037111202,2018,5329
1400000US06037111204,6037111204,2018,6153
1400000US06037111205,6037111205,2018,4064
1400000US06037111206,6037111206,2018,4382
1400000US06037111302,6037111302,2018,5325
1400000US06037111303,6037111303,2018,5588
1400000US06037111304,6037111304,2018,1563
1400000US06037111401,6037111401,2018,3743
1400000US06037111402,6037111402,2018,4323
1400000US06037113101,6037113101,2018,3699
1400000US06037113102,6037113102,2018,2926
1400000US06037113211,6037113211,2018,3929
1400000US06037113212,6037113212,2018,3268
1400000US06037113213,6037113213,2018,5059
1400000US06037113231,6037113231,2018,2423
1400000US06037113232,6037113232,2018,4358
1400000US06037113234,6037113234,2018,4818
1400000US06037113235,6037113235,2018,1834
1400000US06037113237,6037113237,2018,4145
1400000US06037113238,6037113238,2018,4730
1400000US06037113239,6037113239,2018,2894
1400000US06037113301,6037113301,2018,2939
1400000US06037113303,6037113303,2018,4336
1400000US06037113322,6037113322,2018,4284
1400000US06037113323,6037113323,2018,4433
1400000US06037113324,6037113324,2018,1987
1400000US06037113423,6037113423,2018,1822
1400000US06037113424,6037113424,2018,4462
1400000US06037113425,6037113425,2018,1048
1400000US06037113426,6037113426,2018,5762
1400000US06037113427,6037113427,2018,1082
1400000US06037113428,6037113428,2018,5303
1400000US06037115101,6037115101,2018,5060
1400000US06037115103,6037115103,2018,3386
1400000US06037115104,6037115104,2018,4752
1400000US06037115202,6037115202,2018,5328
1400000US06037115203,6037115203,2018,3029
1400000US06037115204,6037115204,2018,3880
1400000US06037115301,6037115301,2018,4600
1400000US06037115302,6037115302,2018,4132
1400000US06037115401,6037115401,2018,6219
1400000US06037115403,6037115403,2018,3722
1400000US06037115404,6037115404,2018,2926
1400000US06037117101,6037117101,2018,5115
1400000US06037117102,6037117102,2018,2839
1400000US06037117201,6037117201,2018,4785
1400000US06037117202,6037117202,2018,2574
1400000US06037117301,6037117301,2018,4005
1400000US06037117302,6037117302,2018,5335
1400000US06037117303,6037117303,2018,3578
1400000US06037117404,6037117404,2018,4729
1400000US06037117405,6037117405,2018,3723
1400000US06037117407,6037117407,2018,4064
1400000US06037117408,6037117408,2018,3333
1400000US06037117510,6037117510,2018,4340
1400000US06037117520,6037117520,2018,4133
1400000US06037117530,6037117530,2018,6864
1400000US06037119001,6037119001,2018,4329
1400000US06037119003,6037119003,2018,4034
1400000US06037119004,6037119004,2018,4037
1400000US06037119201,6037119201,2018,4289
1400000US06037119202,6037119202,2018,4723
1400000US06037119310,6037119310,2018,4084
1400000US06037119320,6037119320,2018,4761
1400000US06037119340,6037119340,2018,4032
1400000US06037119341,6037119341,2018,2877
1400000US06037119342,6037119342,2018,3092
1400000US06037119400,6037119400,2018,5426
1400000US06037119700,6037119700,2018,5076
1400000US06037119801,6037119801,2018,3022
1400000US06037119802,6037119802,2018,3108
1400000US06037119900,6037119900,2018,4998
1400000US06037120010,6037120010,2018,2701
1400000US06037120020,6037120020,2018,3720
1400000US06037120030,6037120030,2018,2816
1400000US06037120103,6037120103,2018,3399
1400000US06037120104,6037120104,2018,2236
1400000US06037120105,6037120105,2018,2872
1400000US06037120106,6037120106,2018,4663
1400000US06037120107,6037120107,2018,3703
1400000US06037120108,6037120108,2018,4754
1400000US06037120300,6037120300,2018,5190
1400000US06037120400,6037120400,2018,6664
1400000US06037121010,6037121010,2018,4901
1400000US06037121020,6037121020,2018,3617
1400000US06037121101,6037121101,2018,2900
1400000US06037121102,6037121102,2018,2724
1400000US06037121210,6037121210,2018,3054
1400000US06037121221,6037121221,2018,2401
1400000US06037121222,6037121222,2018,5361
1400000US06037121600,6037121600,2018,2542
1400000US06037121801,6037121801,2018,2999
1400000US06037121802,6037121802,2018,3249
1400000US06037121900,6037121900,2018,3657
1400000US06037122000,6037122000,2018,6270
1400000US06037122120,6037122120,2018,4616
1400000US06037122121,6037122121,2018,2593
1400000US06037122122,6037122122,2018,2652
1400000US06037122200,6037122200,2018,3739
1400000US06037122410,6037122410,2018,3588
1400000US06037122420,6037122420,2018,4381
1400000US06037123010,6037123010,2018,3959
1400000US06037123020,6037123020,2018,3343
1400000US06037123103,6037123103,2018,3882
1400000US06037123104,6037123104,2018,4537
1400000US06037123203,6037123203,2018,3880
1400000US06037123204,6037123204,2018,3004
1400000US06037123205,6037123205,2018,2615
1400000US06037123206,6037123206,2018,2638
1400000US06037123301,6037123301,2018,4356
1400000US06037123303,6037123303,2018,2987
1400000US06037123304,6037123304,2018,4348
1400000US06037123410,6037123410,2018,4249
1400000US06037123420,6037123420,2018,4359
1400000US06037123510,6037123510,2018,4913
1400000US06037123520,6037123520,2018,2888
1400000US06037123601,6037123601,2018,4741
1400000US06037123602,6037123602,2018,3664
1400000US06037123700,6037123700,2018,4338
1400000US06037123800,6037123800,2018,6150
1400000US06037123901,6037123901,2018,4372
1400000US06037123902,6037123902,2018,2499
1400000US06037124000,6037124000,2018,5131
1400000US06037124102,6037124102,2018,3542
1400000US06037124103,6037124103,2018,1983
1400000US06037124104,6037124104,2018,2444
1400000US06037124105,6037124105,2018,2462
1400000US06037124201,6037124201,2018,3435
1400000US06037124203,6037124203,2018,2537
1400000US06037124204,6037124204,2018,2152
1400000US06037124300,6037124300,2018,3026
1400000US06037124400,6037124400,2018,4690
1400000US06037124500,6037124500,2018,3057
1400000US06037124600,6037124600,2018,3031
1400000US06037124700,6037124700,2018,5697
1400000US06037124902,6037124902,2018,2654
1400000US06037124903,6037124903,2018,3587
1400000US06037125101,6037125101,2018,3024
1400000US06037125102,6037125102,2018,3020
1400000US06037125200,6037125200,2018,3623
1400000US06037125310,6037125310,2018,4761
1400000US06037125321,6037125321,2018,2205
1400000US06037125322,6037125322,2018,3174
1400000US06037125402,6037125402,2018,4822
1400000US06037125403,6037125403,2018,2001
1400000US06037125404,6037125404,2018,2728
1400000US06037125501,6037125501,2018,3127
1400000US06037125502,6037125502,2018,3457
1400000US06037125600,6037125600,2018,2794
1400000US06037127102,6037127102,2018,5663
1400000US06037127103,6037127103,2018,3187
1400000US06037127104,6037127104,2018,3588
1400000US06037127210,6037127210,2018,5714
1400000US06037127220,6037127220,2018,5005
1400000US06037127300,6037127300,2018,3731
1400000US06037127400,6037127400,2018,6662
1400000US06037127520,6037127520,2018,4544
1400000US06037127603,6037127603,2018,3143
1400000US06037127604,6037127604,2018,3087
1400000US06037127605,6037127605,2018,3998
1400000US06037127606,6037127606,2018,3483
1400000US06037127711,6037127711,2018,3451
1400000US06037127712,6037127712,2018,3669
1400000US06037127803,6037127803,2018,4675
1400000US06037127804,6037127804,2018,4450
1400000US06037127805,6037127805,2018,3785
1400000US06037127806,6037127806,2018,3253
1400000US06037127910,6037127910,2018,4960
1400000US06037127920,6037127920,2018,4633
1400000US06037128101,6037128101,2018,3715
1400000US06037128102,6037128102,2018,4976
1400000US06037128210,6037128210,2018,5247
1400000US06037128220,6037128220,2018,3106
1400000US06037128302,6037128302,2018,4832
1400000US06037128303,6037128303,2018,3650
1400000US06037128400,6037128400,2018,4265
1400000US06037128500,6037128500,2018,4123
1400000US06037128601,6037128601,2018,4526
1400000US06037128602,6037128602,2018,3910
1400000US06037128703,6037128703,2018,3004
1400000US06037128704,6037128704,2018,3022
1400000US06037128801,6037128801,2018,3425
1400000US06037128802,6037128802,2018,4959
1400000US06037128910,6037128910,2018,4521
1400000US06037131021,6037131021,2018,3450
1400000US06037131022,6037131022,2018,3092
1400000US06037131023,6037131023,2018,2500
1400000US06037131024,6037131024,2018,3633
1400000US06037131100,6037131100,2018,3372
1400000US06037131200,6037131200,2018,3129
1400000US06037131300,6037131300,2018,5430
1400000US06037131400,6037131400,2018,6409
1400000US06037131600,6037131600,2018,5270
1400000US06037131701,6037131701,2018,5214
1400000US06037131702,6037131702,2018,3719
1400000US06037131801,6037131801,2018,3064
1400000US06037131802,6037131802,2018,3077
1400000US06037131900,6037131900,2018,4824
1400000US06037132001,6037132001,2018,3613
1400000US06037132002,6037132002,2018,3250
1400000US06037132101,6037132101,2018,4555
1400000US06037132102,6037132102,2018,5780
1400000US06037132301,6037132301,2018,3751
1400000US06037132302,6037132302,2018,3850
1400000US06037132501,6037132501,2018,4538
1400000US06037132502,6037132502,2018,4085
1400000US06037132700,6037132700,2018,5048
1400000US06037132900,6037132900,2018,3679
1400000US06037133000,6037133000,2018,4449
1400000US06037133101,6037133101,2018,2436
1400000US06037133102,6037133102,2018,3142
1400000US06037134001,6037134001,2018,3936
1400000US06037134002,6037134002,2018,3836
1400000US06037134101,6037134101,2018,5469
1400000US06037134103,6037134103,2018,4543
1400000US06037134104,6037134104,2018,4635
1400000US06037134201,6037134201,2018,4542
1400000US06037134302,6037134302,2018,3824
1400000US06037134303,6037134303,2018,5758
1400000US06037134304,6037134304,2018,3034
1400000US06037134305,6037134305,2018,4319
1400000US06037134306,6037134306,2018,4111
1400000US06037134421,6037134421,2018,3957
1400000US06037134422,6037134422,2018,4808
1400000US06037134423,6037134423,2018,3531
1400000US06037134424,6037134424,2018,2844
1400000US06037134520,6037134520,2018,6072
1400000US06037134521,6037134521,2018,3687
1400000US06037134522,6037134522,2018,4305
1400000US06037134710,6037134710,2018,5547
1400000US06037134720,6037134720,2018,4549
1400000US06037134801,6037134801,2018,3192
1400000US06037134802,6037134802,2018,3281
1400000US06037134901,6037134901,2018,3119
1400000US06037134904,6037134904,2018,4272
1400000US06037134905,6037134905,2018,4354
1400000US06037134906,6037134906,2018,1986
1400000US06037134907,6037134907,2018,4449
1400000US06037135102,6037135102,2018,3898
1400000US06037135111,6037135111,2018,3477
1400000US06037135113,6037135113,2018,3268
1400000US06037135115,6037135115,2018,1318
1400000US06037135116,6037135116,2018,3701
1400000US06037135201,6037135201,2018,2900
1400000US06037135202,6037135202,2018,4597
1400000US06037135204,6037135204,2018,3167
1400000US06037135205,6037135205,2018,4507
1400000US06037137000,6037137000,2018,4992
1400000US06037137103,6037137103,2018,5310
1400000US06037137104,6037137104,2018,2887
1400000US06037137202,6037137202,2018,2642
1400000US06037137203,6037137203,2018,3413
1400000US06037137301,6037137301,2018,2354
1400000US06037137302,6037137302,2018,4406
1400000US06037137401,6037137401,2018,4402
1400000US06037137402,6037137402,2018,4885
1400000US06037137501,6037137501,2018,4516
1400000US06037137502,6037137502,2018,4823
1400000US06037137504,6037137504,2018,2073
1400000US06037138000,6037138000,2018,4673
1400000US06037139001,6037139001,2018,5618
1400000US06037139200,6037139200,2018,5840
1400000US06037139301,6037139301,2018,4590
1400000US06037139302,6037139302,2018,5549
1400000US06037139303,6037139303,2018,4393
1400000US06037139401,6037139401,2018,2795
1400000US06037139402,6037139402,2018,2889
1400000US06037139502,6037139502,2018,2856
1400000US06037139504,6037139504,2018,4018
1400000US06037139505,6037139505,2018,2832
1400000US06037139506,6037139506,2018,3055
1400000US06037139600,6037139600,2018,4803
1400000US06037139701,6037139701,2018,5335
1400000US06037139703,6037139703,2018,2872
1400000US06037139704,6037139704,2018,4211
1400000US06037139705,6037139705,2018,2017
1400000US06037139801,6037139801,2018,3511
1400000US06037139802,6037139802,2018,3953
1400000US06037141101,6037141101,2018,4896
1400000US06037141102,6037141102,2018,3068
1400000US06037141201,6037141201,2018,4471
1400000US06037141202,6037141202,2018,2751
1400000US06037141303,6037141303,2018,3427
1400000US06037141304,6037141304,2018,3086
1400000US06037141305,6037141305,2018,3245
1400000US06037141306,6037141306,2018,2788
1400000US06037141400,6037141400,2018,4925
1400000US06037141500,6037141500,2018,2923
1400000US06037141600,6037141600,2018,4258
1400000US06037141700,6037141700,2018,3052
1400000US06037143101,6037143101,2018,3411
1400000US06037143102,6037143102,2018,975
1400000US06037143200,6037143200,2018,4210
1400000US06037143301,6037143301,2018,2356
1400000US06037143302,6037143302,2018,4216
1400000US06037143401,6037143401,2018,4221
1400000US06037143402,6037143402,2018,2467
1400000US06037143500,6037143500,2018,5241
1400000US06037143602,6037143602,2018,4648
1400000US06037143603,6037143603,2018,2369
1400000US06037143605,6037143605,2018,2065
1400000US06037143606,6037143606,2018,1456
1400000US06037143700,6037143700,2018,3786
1400000US06037143801,6037143801,2018,3133
1400000US06037143802,6037143802,2018,2549
1400000US06037143901,6037143901,2018,4342
1400000US06037143902,6037143902,2018,2856
1400000US06037181000,6037181000,2018,6522
1400000US06037181300,6037181300,2018,4058
1400000US06037181400,6037181400,2018,4669
1400000US06037181500,6037181500,2018,3916
1400000US06037181600,6037181600,2018,4666
1400000US06037183101,6037183101,2018,3437
1400000US06037183103,6037183103,2018,4507
1400000US06037183104,6037183104,2018,2201
1400000US06037183220,6037183220,2018,4022
1400000US06037183221,6037183221,2018,3584
1400000US06037183222,6037183222,2018,3459
1400000US06037183300,6037183300,2018,3256
1400000US06037183401,6037183401,2018,2322
1400000US06037183402,6037183402,2018,2994
1400000US06037183510,6037183510,2018,2612
1400000US06037183520,6037183520,2018,3787
1400000US06037183610,6037183610,2018,3434
1400000US06037183620,6037183620,2018,3245
1400000US06037183701,6037183701,2018,3789
1400000US06037183702,6037183702,2018,2903
1400000US06037183810,6037183810,2018,4406
1400000US06037183820,6037183820,2018,4023
1400000US06037185101,6037185101,2018,2389
1400000US06037185102,6037185102,2018,4288
1400000US06037185202,6037185202,2018,3729
1400000US06037185203,6037185203,2018,3609
1400000US06037185204,6037185204,2018,1979
1400000US06037185310,6037185310,2018,3113
1400000US06037185320,6037185320,2018,2800
1400000US06037186100,6037186100,2018,5023
1400000US06037186201,6037186201,2018,3437
1400000US06037186202,6037186202,2018,1953
1400000US06037186203,6037186203,2018,3303
1400000US06037186301,6037186301,2018,3064
1400000US06037186302,6037186302,2018,5439
1400000US06037186401,6037186401,2018,3433
1400000US06037186403,6037186403,2018,2741
1400000US06037186404,6037186404,2018,2816
1400000US06037187101,6037187101,2018,3267
1400000US06037187102,6037187102,2018,3885
1400000US06037187200,6037187200,2018,2965
1400000US06037187300,6037187300,2018,3479
1400000US06037188100,6037188100,2018,3932
1400000US06037188201,6037188201,2018,3547
1400000US06037188202,6037188202,2018,2334
1400000US06037188300,6037188300,2018,3955
1400000US06037189101,6037189101,2018,2410
1400000US06037189102,6037189102,2018,3283
1400000US06037189201,6037189201,2018,3370
1400000US06037189202,6037189202,2018,2325
1400000US06037189300,6037189300,2018,3130
1400000US06037189400,6037189400,2018,3247
1400000US06037189501,6037189501,2018,2404
1400000US06037189502,6037189502,2018,1747
