geoid,geoid20,year,denom_known_poverty,pop_below_100_count,pop_below_100_pct,pop_below_200_count,pop_below_200_pct
1400000US06037542106,6037542106,2020,2896,849,29.316298,1682,58.080109
1400000US06037542200,6037542200,2020,6987,1493,21.368256,3049,43.638184
1400000US06037542401,6037542401,2020,4267,770,18.045465,1990,46.636982
1400000US06037542402,6037542402,2020,3790,255,6.7282324,1569,41.398418
1400000US06037542501,6037542501,2020,4503,1465,32.533867,2220,49.300465
1400000US06037542502,6037542502,2020,5481,1862,33.971905,3128,57.069878
1400000US06037542601,6037542601,2020,3525,1076,30.524822,1868,52.992908
1400000US06037542602,6037542602,2020,5504,826,15.007267,2561,46.529797
1400000US06037542700,6037542700,2020,5853,972,16.606869,2193,37.467964
1400000US06037542800,6037542800,2020,2969,629,21.185585,1380,46.480297
1400000US06037542900,6037542900,2020,3292,786,23.876062,1612,48.967194
1400000US06037543000,6037543000,2020,4487,433,9.6501007,1683,37.508358
1400000US06037543100,6037543100,2020,7359,1224,16.632694,2770,37.640984
1400000US06037543201,6037543201,2020,3444,468,13.58885,1257,36.498257
1400000US06037543203,6037543203,2020,4460,998,22.376682,2481,55.627804
1400000US06037543304,6037543304,2020,6488,121,1.8649815,1092,16.831072
1400000US06037543305,6037543305,2020,3747,498,13.290632,933,24.89992
1400000US06037543306,6037543306,2020,6927,462,6.6695538,1663,24.007507
1400000US06037543321,6037543321,2020,5719,906,15.84193,1355,23.692953
1400000US06037543322,6037543322,2020,7265,376,5.175499,742,10.213351
1400000US06037543400,6037543400,2020,3542,198,5.5900621,941,26.566912
1400000US06037543501,6037543501,2020,6885,902,13.100945,2223,32.287582
1400000US06037543502,6037543502,2020,4757,475,9.9852848,1101,23.144838
1400000US06037543503,6037543503,2020,5421,780,14.388489,1411,26.028408
1400000US06037543601,6037543601,2020,4314,532,12.331943,1004,23.273064
1400000US06037543603,6037543603,2020,4103,233,5.6787715,849,20.692177
1400000US06037543605,6037543605,2020,4042,198,4.8985653,377,9.3270655
1400000US06037543606,6037543606,2020,3556,210,5.9055119,1287,36.192352
1400000US06037543607,6037543607,2020,5005,337,6.7332668,1085,21.678322
1400000US06037543701,6037543701,2020,3081,203,6.5887699,759,24.634859
1400000US06037543703,6037543703,2020,3610,196,5.4293628,625,17.313019
1400000US06037543704,6037543704,2020,2836,151,5.3244004,456,16.078985
1400000US06037543705,6037543705,2020,3281,540,16.458397,910,27.735447
1400000US06037543801,6037543801,2020,4564,257,5.6310253,1028,22.524101
1400000US06037543803,6037543803,2020,3969,506,12.748803,874,22.02066
1400000US06037543804,6037543804,2020,2882,260,9.021513,413,14.330326
1400000US06037543903,6037543903,2020,3508,244,6.9555302,877,25
1400000US06037543905,6037543905,2020,4403,615,13.96775,1497,33.999546
1400000US06037544001,6037544001,2020,4399,226,5.1375313,1323,30.075018
1400000US06037544002,6037544002,2020,3717,800,21.522734,1602,43.099274
1400000US06037550101,6037550101,2020,4131,574,13.89494,1375,33.28492
1400000US06037550201,6037550201,2020,2970,283,9.5286198,718,24.175085
1400000US06037550202,6037550202,2020,5605,526,9.3844786,1462,26.083853
1400000US06037550301,6037550301,2020,4916,196,3.9869814,1342,27.298616
1400000US06037550501,6037550501,2020,3612,102,2.8239202,1603,44.379845
1400000US06037550502,6037550502,2020,4165,102,2.4489796,234,5.6182475
1400000US06037550601,6037550601,2020,6287,1070,17.019245,2105,33.481789
1400000US06037550602,6037550602,2020,3951,159,4.0242977,1009,25.537838
1400000US06037550700,6037550700,2020,6303,239,3.7918451,1144,18.150087
1400000US06037550801,6037550801,2020,4939,237,4.798542,622,12.593642
1400000US06037550802,6037550802,2020,2239,62,2.7690933,351,15.676641
1400000US06037550901,6037550901,2020,4399,1073,24.391907,1787,40.622868
1400000US06037550902,6037550902,2020,5344,709,13.267216,1497,28.012724
1400000US06037551001,6037551001,2020,2966,81,2.7309508,800,26.972353
1400000US06037551002,6037551002,2020,4235,71,1.6765053,371,8.7603302
1400000US06037551101,6037551101,2020,3738,280,7.4906368,1615,43.204922
1400000US06037551102,6037551102,2020,5546,800,14.42481,2041,36.8013
1400000US06037551201,6037551201,2020,3450,249,7.2173915,857,24.84058
1400000US06037551203,6037551203,2020,3747,247,6.5919404,718,19.161997
1400000US06037551204,6037551204,2020,3296,456,13.834951,775,23.51335
1400000US06037551300,6037551300,2020,5515,742,13.454216,1663,30.154125
1400000US06037551401,6037551401,2020,4097,342,8.3475714,1384,33.780815
1400000US06037551402,6037551402,2020,4970,450,9.0543261,1264,25.432596
1400000US06037551501,6037551501,2020,4675,232,4.9625669,1085,23.208555
1400000US06037551502,6037551502,2020,4777,224,4.6891356,859,17.981997
1400000US06037551700,6037551700,2020,6059,522,8.615283,2030,33.50388
1400000US06037551801,6037551801,2020,3122,46,1.4734144,711,22.773863
1400000US06037551802,6037551802,2020,4081,454,11.124724,605,14.824798
1400000US06037551900,6037551900,2020,5106,246,4.8178616,1137,22.26792
1400000US06037552001,6037552001,2020,4050,140,3.4567902,800,19.753086
1400000US06037552002,6037552002,2020,3258,375,11.510129,822,25.230202
1400000US06037552100,6037552100,2020,6561,675,10.288066,2731,41.624752
1400000US06037552200,6037552200,2020,5804,973,16.764301,2815,48.501034
1400000US06037552301,6037552301,2020,4237,405,9.55865,1304,30.776493
1400000US06037552302,6037552302,2020,4292,409,9.529357,737,17.171482
1400000US06037552400,6037552400,2020,2339,125,5.3441644,737,31.509192
1400000US06037552601,6037552601,2020,5560,518,9.3165464,1631,29.334532
1400000US06037552602,6037552602,2020,3923,691,17.614071,1285,32.755543
1400000US06037552700,6037552700,2020,6654,597,8.9720469,1406,21.130148
1400000US06037552800,6037552800,2020,5759,292,5.0703249,1724,29.935753
1400000US06037552900,6037552900,2020,7270,1014,13.94773,3218,44.264099
1400000US06037553000,6037553000,2020,4988,267,5.3528466,1189,23.83721
1400000US06037553100,6037553100,2020,6737,996,14.784028,1961,29.107912
1400000US06037553201,6037553201,2020,3951,230,5.821311,576,14.578588
1400000US06037553202,6037553202,2020,3506,179,5.1055336,480,13.690816
1400000US06037553300,6037553300,2020,3211,142,4.4222984,978,30.457802
1400000US06037553400,6037553400,2020,3493,147,4.2084169,713,20.412252
1400000US06037553502,6037553502,2020,3868,430,11.116857,1027,26.551189
1400000US06037553503,6037553503,2020,3301,452,13.692821,1618,49.01545
1400000US06037553504,6037553504,2020,4998,602,12.044818,1607,32.152863
1400000US06037553601,6037553601,2020,4526,691,15.267344,2334,51.568714
1400000US06037553602,6037553602,2020,4555,490,10.757409,2032,44.610317
1400000US06037553701,6037553701,2020,4056,827,20.389545,2283,56.286983
1400000US06037553702,6037553702,2020,4600,563,12.23913,2273,49.413044
1400000US06037553801,6037553801,2020,4476,951,21.246649,2241,50.067024
1400000US06037553802,6037553802,2020,7221,1505,20.84199,4052,56.114113
1400000US06037553901,6037553901,2020,6304,707,11.215101,1844,29.251268
1400000US06037553902,6037553902,2020,5629,1155,20.518742,2103,37.3601
1400000US06037554001,6037554001,2020,4132,372,9.0029039,1416,34.269119
1400000US06037554002,6037554002,2020,5301,610,11.507263,1958,36.936428
1400000US06037554101,6037554101,2020,3181,559,17.57309,1304,40.993397
1400000US06037554105,6037554105,2020,4594,1315,28.624292,2136,46.49543
1400000US06037554106,6037554106,2020,3797,652,17.171452,1193,31.419542
1400000US06037554201,6037554201,2020,3870,152,3.9276485,702,18.139534
1400000US06037554203,6037554203,2020,3788,483,12.750792,1275,33.658924
1400000US06037554204,6037554204,2020,4698,622,13.239676,2729,58.088547
1400000US06037554301,6037554301,2020,3410,212,6.2170086,873,25.601173
1400000US06037554302,6037554302,2020,4238,494,11.656442,1826,43.086361
1400000US06037554403,6037554403,2020,5501,1237,22.48682,2493,45.319035
1400000US06037554404,6037554404,2020,4210,448,10.64133,1120,26.603325
1400000US06037554405,6037554405,2020,3543,447,12.616426,1508,42.562801
1400000US06037554406,6037554406,2020,4057,654,16.120285,1113,27.434065
1400000US06037554511,6037554511,2020,4096,56,1.3671875,302,7.3730469
1400000US06037554512,6037554512,2020,6336,241,3.8036616,1040,16.414141
1400000US06037554513,6037554513,2020,2630,89,3.3840303,332,12.623574
1400000US06037554514,6037554514,2020,4776,229,4.7948074,810,16.959799
1400000US06037554515,6037554515,2020,3315,51,1.5384616,295,8.8989439
1400000US06037554516,6037554516,2020,3872,40,1.0330578,213,5.5010328
1400000US06037554517,6037554517,2020,4353,328,7.5350332,553,12.703882
1400000US06037554518,6037554518,2020,5083,249,4.8986821,672,13.220539
1400000US06037554519,6037554519,2020,3671,216,5.8839555,439,11.958594
1400000US06037554521,6037554521,2020,6054,321,5.3022795,1177,19.441692
1400000US06037554522,6037554522,2020,5090,309,6.0707269,408,8.0157175
1400000US06037554600,6037554600,2020,4066,262,6.4436793,770,18.937531
1400000US06037554700,6037554700,2020,4112,386,9.3871593,865,21.035992
1400000US06037554801,6037554801,2020,2964,456,15.384615,1150,38.79892
1400000US06037554802,6037554802,2020,5823,421,7.2299504,1358,23.321312
1400000US06037554900,6037554900,2020,7278,346,4.7540531,1645,22.602364
1400000US06037555001,6037555001,2020,5215,716,13.729626,1730,33.173538
1400000US06037555002,6037555002,2020,3705,268,7.2334681,684,18.461538
1400000US06037555105,6037555105,2020,5612,367,6.5395579,1469,26.176052
1400000US06037555106,6037555106,2020,2888,345,11.945983,1319,45.671745
1400000US06037555107,6037555107,2020,5974,424,7.0974221,1670,27.95447
1400000US06037555202,6037555202,2020,3965,335,8.4489279,575,14.501891
1400000US06037555211,6037555211,2020,5828,1434,24.605354,2694,46.225121
1400000US06037555212,6037555212,2020,5423,1003,18.495298,2093,38.594875
1400000US06037555300,6037555300,2020,4838,1112,22.984705,1896,39.189747
1400000US06037570001,6037570001,2020,4981,232,4.6576991,777,15.599277
1400000US06037570002,6037570002,2020,2501,91,3.6385446,468,18.712515
1400000US06037570003,6037570003,2020,3991,160,4.0090203,408,10.223001
1400000US06037570100,6037570100,2020,2906,342,11.768754,958,32.966278
1400000US06037570202,6037570202,2020,6097,1116,18.304085,2315,37.969494
1400000US06037570203,6037570203,2020,4061,851,20.955429,2430,59.837479
1400000US06037570204,6037570204,2020,4339,514,11.846047,1591,36.667435
1400000US06037570303,6037570303,2020,4552,667,14.6529,1984,43.585236
1400000US06037570304,6037570304,2020,4872,686,14.08046,2381,48.871101
1400000US06037570305,6037570305,2020,4060,853,21.009851,1988,48.965519
1400000US06037570306,6037570306,2020,2906,564,19.408121,1311,45.11356
1400000US06037570402,6037570402,2020,3360,470,13.988095,1167,34.732143
1400000US06037570403,6037570403,2020,4196,823,19.613918,1918,45.710201
1400000US06037570404,6037570404,2020,3974,811,20.40765,1444,36.336185
1400000US06037570502,6037570502,2020,6004,687,11.442371,2336,38.907394
1400000US06037570503,6037570503,2020,4601,1536,33.384048,1951,42.403824
1400000US06037570504,6037570504,2020,3838,1092,28.452318,2295,59.796768
1400000US06037570601,6037570601,2020,5925,838,14.14346,1846,31.156118
1400000US06037570602,6037570602,2020,5665,326,5.7546339,1506,26.58429
1400000US06037570603,6037570603,2020,4877,1297,26.594217,2537,52.019684
1400000US06037570701,6037570701,2020,7545,337,4.4665341,846,11.212724
1400000US06037570703,6037570703,2020,2826,240,8.492569,436,15.428167
1400000US06037570800,6037570800,2020,5342,291,5.4473982,785,14.694871
1400000US06037570901,6037570901,2020,5635,386,6.8500443,906,16.078083
1400000US06037570902,6037570902,2020,3395,183,5.3902798,633,18.645067
1400000US06037571000,6037571000,2020,5407,160,2.9591269,528,9.7651196
1400000US06037571101,6037571101,2020,4922,73,1.4831369,454,9.2238932
1400000US06037571102,6037571102,2020,3450,272,7.884058,610,17.68116
1400000US06037571201,6037571201,2020,3884,267,6.8743563,641,16.503605
1400000US06037571202,6037571202,2020,4028,459,11.395233,897,22.269115
1400000US06037571300,6037571300,2020,4253,147,3.4563837,820,19.280508
1400000US06037571400,6037571400,2020,4761,317,6.6582651,1172,24.616676
1400000US06037571502,6037571502,2020,4759,520,10.926665,1276,26.812355
1400000US06037571504,6037571504,2020,4901,412,8.4064474,1142,23.301367
1400000US06037571505,6037571505,2020,3034,294,9.6901779,433,14.271588
1400000US06037571600,6037571600,2020,2314,1018,43.993084,1895,81.89283
1400000US06037571701,6037571701,2020,6566,1851,28.19068,3610,54.980202
1400000US06037571703,6037571703,2020,3259,375,11.506598,1101,33.783371
1400000US06037571704,6037571704,2020,4026,878,21.808247,1758,43.666168
1400000US06037571800,6037571800,2020,3104,103,3.3182991,536,17.268042
1400000US06037571900,6037571900,2020,5403,194,3.5905979,845,15.63946
1400000US06037572001,6037572001,2020,6135,273,4.4498777,1344,21.907091
1400000US06037572201,6037572201,2020,5894,1195,20.274857,2775,47.081779
1400000US06037572202,6037572202,2020,3141,259,8.2457819,503,16.014008
1400000US06037572301,6037572301,2020,3746,751,20.048052,1959,52.295784
1400000US06037572500,6037572500,2020,3973,854,21.495092,1843,46.388119
1400000US06037572600,6037572600,2020,5058,662,13.088177,1955,38.651642
1400000US06037572700,6037572700,2020,4844,402,8.2989264,1237,25.536747
1400000US06037573002,6037573002,2020,3721,865,23.246439,2223,59.742004
1400000US06037573003,6037573003,2020,1778,248,13.948256,664,37.345333
1400000US06037573004,6037573004,2020,4866,854,17.55035,1574,32.346897
1400000US06037573101,6037573101,2020,4611,1329,28.822382,2326,50.444588
1400000US06037573102,6037573102,2020,2785,618,22.190306,824,29.587074
1400000US06037573201,6037573201,2020,4306,1289,29.934975,2427,56.363213
1400000US06037573202,6037573202,2020,6312,1063,16.840939,2559,40.541824
1400000US06037573300,6037573300,2020,4074,1347,33.063328,2298,56.406479
1400000US06037573401,6037573401,2020,1458,171,11.728395,404,27.70919
1400000US06037573402,6037573402,2020,6728,972,14.447086,1931,28.700951
1400000US06037573403,6037573403,2020,3194,322,10.081403,441,13.807138
1400000US06037573601,6037573601,2020,6505,258,3.9661798,498,7.6556497
1400000US06037573700,6037573700,2020,5062,221,4.3658633,489,9.6602135
1400000US06037573800,6037573800,2020,4335,341,7.8662052,503,11.60323
1400000US06037573902,6037573902,2020,1981,23,1.1610298,90,4.54316
1400000US06037574000,6037574000,2020,5086,193,3.7947307,370,7.2748723
1400000US06037574100,6037574100,2020,5038,197,3.9102819,517,10.262009
1400000US06037574201,6037574201,2020,3001,78,2.5991337,258,8.5971346
1400000US06037574202,6037574202,2020,2098,78,3.7178266,270,12.869399
1400000US06037574300,6037574300,2020,5924,65,1.0972316,211,3.5617826
1400000US06037574400,6037574400,2020,5509,186,3.3762934,811,14.721365
1400000US06037574500,6037574500,2020,6625,150,2.2641509,540,8.1509438
1400000US06037574602,6037574602,2020,1273,80,6.2843676,142,11.154753
1400000US06037574800,6037574800,2020,3056,324,10.602095,618,20.222513
1400000US06037574901,6037574901,2020,3897,339,8.6989994,440,11.290736
1400000US06037574902,6037574902,2020,4771,1917,40.180256,2386,50.010479
1400000US06037575001,6037575001,2020,4283,789,18.421667,1102,25.72963
1400000US06037575002,6037575002,2020,4233,506,11.953697,1064,25.135838
1400000US06037575101,6037575101,2020,4231,1213,28.669346,2659,62.845661
1400000US06037575102,6037575102,2020,4042,956,23.651657,2383,58.955963
1400000US06037575103,6037575103,2020,5101,596,11.683984,2245,44.010979
1400000US06037575201,6037575201,2020,4730,947,20.021141,2319,49.027485
1400000US06037575202,6037575202,2020,3796,1112,29.293993,2442,64.330872
1400000US06037575300,6037575300,2020,4297,1347,31.347452,2691,62.625088
1400000US06037575401,6037575401,2020,4577,1332,29.102032,2749,60.061176
1400000US06037575402,6037575402,2020,3935,969,24.625158,2271,57.712833
1400000US06037575801,6037575801,2020,2240,660,29.464285,1413,63.080357
1400000US06037575802,6037575802,2020,5460,1587,29.065933,3373,61.776558
1400000US06037575803,6037575803,2020,3189,1144,35.873314,2018,63.280025
1400000US06037575901,6037575901,2020,3695,1134,30.690123,2015,54.533154
1400000US06037575902,6037575902,2020,5293,865,16.342339,1855,35.046288
1400000US06037576001,6037576001,2020,5311,252,4.7448692,613,11.542083
1400000US06037576200,6037576200,2020,5079,1300,25.595591,2403,47.312462
1400000US06037576301,6037576301,2020,4399,967,21.982269,2676,60.832008
1400000US06037576302,6037576302,2020,3386,717,21.175428,1863,55.020672
1400000US06037576401,6037576401,2020,5172,1783,34.474091,2677,51.759476
1400000US06037576402,6037576402,2020,4740,1260,26.582279,2718,57.341774
1400000US06037576403,6037576403,2020,5018,1071,21.343164,2667,53.148666
1400000US06037576501,6037576501,2020,2921,827,28.312222,1765,60.424511
1400000US06037576502,6037576502,2020,5176,587,11.340804,2107,40.707111
1400000US06037576503,6037576503,2020,3743,379,10.125567,1021,27.277584
1400000US06037576601,6037576601,2020,3733,521,13.956603,1029,27.56496
1400000US06037576602,6037576602,2020,4692,767,16.346973,1501,31.990622
1400000US06037576700,6037576700,2020,3876,237,6.1145511,850,21.929825
1400000US06037576801,6037576801,2020,3698,553,14.954029,1391,37.614925
1400000US06037576802,6037576802,2020,3830,217,5.6657963,1064,27.78068
1400000US06037576901,6037576901,2020,4969,1425,28.677803,2482,49.949688
1400000US06037576903,6037576903,2020,3327,988,29.696423,1899,57.078449
1400000US06037576904,6037576904,2020,3018,801,26.540756,1211,40.125912
1400000US06037577000,6037577000,2020,6919,1066,15.406851,2282,32.981644
1400000US06037577100,6037577100,2020,6837,484,7.0791283,1091,15.957292
1400000US06037577200,6037577200,2020,5758,623,10.819729,1011,17.55818
1400000US06037577300,6037577300,2020,5594,262,4.6835895,613,10.95817
1400000US06037577400,6037577400,2020,2739,277,10.11318,569,20.774006
1400000US06037577501,6037577501,2020,3398,355,10.447322,483,14.214244
1400000US06037577504,6037577504,2020,1420,177,12.464788,274,19.295774
1400000US06037577602,6037577602,2020,3016,236,7.8249335,451,14.953581
1400000US06037577604,6037577604,2020,1632,47,2.8799019,227,13.909314
1400000US06037577605,6037577605,2020,4301,457,10.625436,580,13.485236
1400000US06037577606,6037577606,2020,4067,198,4.8684535,279,6.8600936
1400000US06037577700,6037577700,2020,4514,393,8.7062473,1160,25.697828
1400000US06037577800,6037577800,2020,4621,191,4.1333046,620,13.417009
1400000US06037577900,6037577900,2020,5518,542,9.8223991,1129,20.460312
1400000US06037578000,6037578000,2020,6349,1855,29.217199,3782,59.568436
1400000US06037578100,6037578100,2020,0,0,,0,
1400000US06037599000,6037599000,2020,3678,395,10.739532,895,24.333878
1400000US06037599100,6037599100,2020,466,82,17.596567,124,26.609442
1400000US06037600100,6037600100,2020,7406,2064,27.869295,4100,55.360519
1400000US06037600201,6037600201,2020,4707,1256,26.683662,2723,57.85001
1400000US06037600202,6037600202,2020,7831,2166,27.659304,5500,70.233688
1400000US06037600302,6037600302,2020,3059,314,10.264792,1308,42.759071
1400000US06037600303,6037600303,2020,4038,1209,29.940565,2616,64.784546
1400000US06037600304,6037600304,2020,3954,1049,26.530096,2245,56.777946
1400000US06037600400,6037600400,2020,4043,719,17.783823,1298,32.104874
1400000US06037600501,6037600501,2020,2767,181,6.5413804,670,24.213949
1400000US06037600601,6037600601,2020,2417,130,5.3785686,468,19.362846
1400000US06037600602,6037600602,2020,2738,651,23.77648,1604,58.582909
1400000US06037600702,6037600702,2020,4647,432,9.29632,798,17.172369
1400000US06037600703,6037600703,2020,1709,99,5.7928615,287,16.793446
1400000US06037600704,6037600704,2020,3247,467,14.382507,667,20.542038
1400000US06037600801,6037600801,2020,3204,295,9.2072411,498,15.543071
1400000US06037600802,6037600802,2020,2573,277,10.765643,498,19.354839
1400000US06037600902,6037600902,2020,6211,1441,23.200773,3151,50.732571
1400000US06037600911,6037600911,2020,3577,392,10.958904,886,24.76936
1400000US06037600912,6037600912,2020,5038,558,11.075824,1715,34.041286
1400000US06037601001,6037601001,2020,2480,230,9.2741938,526,21.209677
1400000US06037601002,6037601002,2020,5084,780,15.34225,2121,41.71912
1400000US06037601100,6037601100,2020,6999,1395,19.931419,3930,56.150879
1400000US06037601202,6037601202,2020,4191,290,6.9195895,1102,26.294441
1400000US06037601211,6037601211,2020,3072,557,18.13151,1543,50.227863
1400000US06037601212,6037601212,2020,6508,1555,23.893669,3304,50.768284
1400000US06037601301,6037601301,2020,1728,113,6.5393519,388,22.453703
1400000US06037601302,6037601302,2020,6934,1338,19.296221,2448,35.304298
1400000US06037601303,6037601303,2020,5351,911,17.024855,1975,36.908989
1400000US06037601401,6037601401,2020,6354,1565,24.630154,2948,46.395969
1400000US06037601402,6037601402,2020,4803,705,14.678326,1533,31.917551
1400000US06037601501,6037601501,2020,3847,1442,37.483753,2563,66.623344
1400000US06037601502,6037601502,2020,4134,831,20.101597,2412,58.345428
1400000US06037601600,6037601600,2020,4347,789,18.150448,2130,48.99931
1400000US06037601700,6037601700,2020,5324,982,18.444778,3259,61.213375
1400000US06037601801,6037601801,2020,2779,582,20.942785,1498,53.904282
1400000US06037601802,6037601802,2020,3885,359,9.2406693,1345,34.620335
1400000US06037601900,6037601900,2020,4758,988,20.765028,2364,49.684742
1400000US06037602002,6037602002,2020,3093,291,9.4083414,1211,39.152927
1400000US06037602003,6037602003,2020,4242,342,8.0622349,1853,43.682224
1400000US06037602103,6037602103,2020,5406,1545,28.579357,3261,60.321865
1400000US06037602104,6037602104,2020,6013,1200,19.95676,2624,43.638783
1400000US06037602105,6037602105,2020,3634,622,17.116125,1382,38.02972
1400000US06037602106,6037602106,2020,6067,894,14.735455,2475,40.79446
1400000US06037602201,6037602201,2020,4088,236,5.772994,351,8.5861053
1400000US06037602202,6037602202,2020,2603,290,11.140991,608,23.357664
1400000US06037602301,6037602301,2020,6663,431,6.4685578,1297,19.465706
1400000US06037602302,6037602302,2020,4506,218,4.8379936,335,7.4345317
1400000US06037602402,6037602402,2020,6847,380,5.5498757,1251,18.270775
1400000US06037602403,6037602403,2020,4578,649,14.176497,1632,35.648754
1400000US06037602404,6037602404,2020,5463,1362,24.931356,2689,49.222038
1400000US06037602504,6037602504,2020,4899,1005,20.514391,2136,43.600735
1400000US06037602505,6037602505,2020,4214,1112,26.388229,2276,54.010441
1400000US06037602506,6037602506,2020,3931,559,14.2203,1562,39.735435
1400000US06037602507,6037602507,2020,4939,545,11.034622,2321,46.993317
1400000US06037602510,6037602510,2020,3495,866,24.778255,1718,49.155937
1400000US06037602511,6037602511,2020,4685,589,12.572039,2685,57.310566
1400000US06037602512,6037602512,2020,2378,312,13.120269,575,24.179983
1400000US06037602513,6037602513,2020,1881,676,35.938332,773,41.095161
1400000US06037602601,6037602601,2020,4985,407,8.1644936,1495,29.989969
1400000US06037602602,6037602602,2020,2934,297,10.1227,877,29.890934
1400000US06037602700,6037602700,2020,3526,342,9.6993761,678,19.228588
1400000US06037602801,6037602801,2020,3921,936,23.871462,2648,67.533791
1400000US06037602802,6037602802,2020,4930,175,3.5496957,509,10.324544
1400000US06037602900,6037602900,2020,4301,789,18.34457,1791,41.641479
1400000US06037603004,6037603004,2020,1655,126,7.6132932,435,26.283987
1400000US06037603005,6037603005,2020,6643,837,12.599729,2307,34.728287
1400000US06037603006,6037603006,2020,1680,88,5.2380953,485,28.869047
1400000US06037603007,6037603007,2020,3748,1100,29.348986,1851,49.386341
1400000US06037603008,6037603008,2020,2986,261,8.7407904,1043,34.929672
1400000US06037603101,6037603101,2020,4468,846,18.934647,1527,34.176365
1400000US06037603102,6037603102,2020,3395,516,15.198822,1038,30.574373
1400000US06037603200,6037603200,2020,3286,339,10.316494,723,22.002434
1400000US06037603301,6037603301,2020,3369,479,14.217869,981,29.118433
1400000US06037603302,6037603302,2020,3852,648,16.82243,1179,30.607477
1400000US06037603400,6037603400,2020,3821,202,5.2865744,1086,28.421879
1400000US06037603500,6037603500,2020,3123,163,5.2193403,761,24.367596
1400000US06037603600,6037603600,2020,4416,593,13.428442,1083,24.524456
1400000US06037603702,6037603702,2020,4765,278,5.8342075,864,18.132214
1400000US06037603703,6037603703,2020,2361,101,4.2778482,298,12.621771
1400000US06037603705,6037603705,2020,2962,177,5.9756923,740,24.98312
1400000US06037603706,6037603706,2020,3227,929,28.788349,1611,49.922527
1400000US06037603801,6037603801,2020,4926,708,14.372716,1837,37.29192
1400000US06037603802,6037603802,2020,4002,474,11.844078,1136,28.385807
1400000US06037603901,6037603901,2020,3546,472,13.310773,1423,40.129723
1400000US06037603902,6037603902,2020,3751,498,13.27646,1776,47.347374
1400000US06037604001,6037604001,2020,4892,446,9.1169252,2047,41.843826
1400000US06037604002,6037604002,2020,4250,549,12.917647,1773,41.717648
1400000US06037604101,6037604101,2020,4273,411,9.618535,1799,42.101566
1400000US06037604102,6037604102,2020,2678,331,12.35997,743,27.744585
1400000US06037604200,6037604200,2020,6009,739,12.29822,1601,26.643368
1400000US06037609900,6037609900,2020,1758,302,17.178612,621,35.32423
1400000US06037620001,6037620001,2020,4207,153,3.6367958,396,9.4128838
1400000US06037620002,6037620002,2020,3498,243,6.9468269,593,16.952545
1400000US06037620101,6037620101,2020,5292,158,2.9856386,918,17.346939
1400000US06037620102,6037620102,2020,3527,280,7.9387584,504,14.289764
1400000US06037620201,6037620201,2020,1632,145,8.8848038,174,10.661765
1400000US06037620301,6037620301,2020,4395,23,.52332199,175,3.9817975
1400000US06037620303,6037620303,2020,4819,219,4.5445113,366,7.5949368
1400000US06037620305,6037620305,2020,5848,137,2.3426812,305,5.2154584
1400000US06037620400,6037620400,2020,5298,65,1.226878,217,4.0958853
1400000US06037620501,6037620501,2020,5675,373,6.5726871,728,12.828194
1400000US06037620521,6037620521,2020,4323,244,5.6442285,624,14.434421
1400000US06037620522,6037620522,2020,4656,246,5.283505,529,11.361684
1400000US06037620601,6037620601,2020,5159,170,3.2952123,817,15.836402
1400000US06037620602,6037620602,2020,5224,135,2.5842266,317,6.0681472
1400000US06037620701,6037620701,2020,7187,232,3.2280507,748,10.407681
1400000US06037620703,6037620703,2020,3436,80,2.3282888,171,4.976717
1400000US06037620704,6037620704,2020,3555,127,3.5724332,179,5.035162
1400000US06037620801,6037620801,2020,4134,218,5.2733431,461,11.151427
1400000US06037620802,6037620802,2020,3198,70,2.188868,171,5.3470922
1400000US06037620901,6037620901,2020,2921,106,3.6288943,231,7.9082508
1400000US06037620904,6037620904,2020,2700,131,4.8518519,252,9.333333
1400000US06037621001,6037621001,2020,4419,141,3.190767,377,8.5313416
1400000US06037621005,6037621005,2020,4669,171,3.6624546,284,6.0826731
1400000US06037621102,6037621102,2020,3193,123,3.8521767,306,9.5834637
1400000US06037621104,6037621104,2020,6854,368,5.3691278,1174,17.128683
1400000US06037621201,6037621201,2020,6724,289,4.2980371,544,8.0904226
1400000US06037621204,6037621204,2020,2825,110,3.8938053,189,6.6902657
1400000US06037621301,6037621301,2020,6742,312,4.627707,695,10.308514
1400000US06037621324,6037621324,2020,3704,103,2.7807775,212,5.7235422
1400000US06037621326,6037621326,2020,3028,140,4.6235137,244,8.0581245
1400000US06037621400,6037621400,2020,4322,134,3.1004164,473,10.944008
1400000US06037650001,6037650001,2020,5676,904,15.926709,1570,27.660324
1400000US06037650003,6037650003,2020,3024,320,10.58201,693,22.916666
1400000US06037650004,6037650004,2020,4349,299,6.8751435,759,17.452288
1400000US06037650101,6037650101,2020,5772,323,5.5959806,686,11.884962
1400000US06037650102,6037650102,2020,2148,123,5.7262568,238,11.080074
1400000US06037650200,6037650200,2020,5789,348,6.0114007,664,11.47003
1400000US06037650300,6037650300,2020,6790,536,7.8939619,1353,19.926363
1400000US06037650401,6037650401,2020,4667,139,2.9783587,376,8.0565672
1400000US06037650501,6037650501,2020,2842,14,.49261084,231,8.1280785
1400000US06037650502,6037650502,2020,4313,258,5.981915,582,13.494087
1400000US06037650603,6037650603,2020,3672,277,7.5435729,687,18.70915
1400000US06037650604,6037650604,2020,6155,895,14.541023,1606,26.092607
1400000US06037650605,6037650605,2020,2713,97,3.5753777,291,10.726133
