geoid,geoid20,year,denom_total_pop,american_indian_native_count,american_indian_native_pct,asian_count,asian_pct,black_count,black_pct,latino_count,latino_pct,native_hawaiian_other_count,native_hawaiian_other_pct,other_race_count,other_race_pct,pop_two_or_more_count,pop_two_or_more_pct,white_count,white_pct
1400000US06037544002,6037544002,2020,3717,7,.18832392,387,10.411622,224,6.0263653,2690,72.370193,16,.43045467,0,0,146,3.9278989,247,6.645144
1400000US06037550101,6037550101,2020,4163,0,0,318,7.6387219,377,9.0559692,3113,74.777802,29,.69661301,0,0,0,0,326,7.8308911
1400000US06037550201,6037550201,2020,2973,0,0,263,8.846283,61,2.0517995,2434,81.870163,0,0,0,0,39,1.3118062,176,5.9199462
1400000US06037550202,6037550202,2020,5611,0,0,531,9.4635534,342,6.09517,4124,73.498482,14,.24950989,0,0,110,1.9604349,490,8.7328463
1400000US06037550301,6037550301,2020,5030,0,0,630,12.524851,342,6.7992048,3369,66.978134,29,.57654077,0,0,229,4.5526838,431,8.5685883
1400000US06037550501,6037550501,2020,3674,0,0,52,1.4153512,414,11.268373,2854,77.681,0,0,0,0,28,.76211214,326,8.8731632
1400000US06037550502,6037550502,2020,4165,0,0,350,8.4033613,53,1.272509,2744,65.882355,0,0,0,0,53,1.272509,965,23.169268
1400000US06037550601,6037550601,2020,6385,0,0,386,6.0454187,167,2.615505,4982,78.026627,0,0,0,0,197,3.0853562,653,10.227095
1400000US06037550602,6037550602,2020,3951,0,0,293,7.415844,19,.4808909,2818,71.323715,0,0,0,0,70,1.7717034,751,19.007847
1400000US06037550700,6037550700,2020,6311,0,0,271,4.2940898,47,.74473143,4250,67.342735,0,0,15,.23768024,42,.66550469,1686,26.71526
1400000US06037550801,6037550801,2020,4939,0,0,210,4.251873,0,0,3589,72.666534,0,0,0,0,72,1.457785,1068,21.62381
1400000US06037550802,6037550802,2020,2239,0,0,67,2.9924073,40,1.7865118,1605,71.683784,0,0,0,0,197,8.7985706,330,14.738723
1400000US06037550901,6037550901,2020,4405,0,0,434,9.8524408,130,2.9511919,3167,71.895576,0,0,0,0,36,.81725311,638,14.483541
1400000US06037550902,6037550902,2020,5350,0,0,759,14.186916,62,1.1588784,3634,67.925232,6,.11214953,0,0,110,2.0560749,779,14.560748
1400000US06037551001,6037551001,2020,2966,0,0,214,7.2151046,0,0,2197,74.072823,0,0,0,0,11,.37086985,544,18.3412
1400000US06037551002,6037551002,2020,4235,0,0,484,11.428572,0,0,2805,66.233765,0,0,14,.33057851,114,2.6918535,818,19.315229
1400000US06037551101,6037551101,2020,3738,0,0,266,7.1161051,133,3.5580525,3041,81.353668,0,0,0,0,31,.82932049,267,7.1428571
1400000US06037551102,6037551102,2020,5546,0,0,225,4.0569782,147,2.6505589,4739,85.448975,0,0,10,.18031013,90,1.6227912,335,6.0403895
1400000US06037551201,6037551201,2020,3529,0,0,240,6.8007936,425,12.043072,2398,67.951263,64,1.8135449,0,0,0,0,402,11.391329
1400000US06037551203,6037551203,2020,3747,21,.56044835,396,10.568455,39,1.0408326,2738,73.071793,0,0,0,0,0,0,553,14.758473
1400000US06037551204,6037551204,2020,3390,0,0,35,1.0324484,163,4.8082595,2789,82.271385,0,0,0,0,42,1.2389381,361,10.648968
1400000US06037551300,6037551300,2020,5708,0,0,348,6.0967064,140,2.452698,4568,80.02803,16,.28030834,0,0,45,.78836721,591,10.353889
1400000US06037551401,6037551401,2020,4141,24,.57957017,325,7.8483458,99,2.3907268,3209,77.493362,0,0,0,0,0,0,484,11.687998
1400000US06037551402,6037551402,2020,4973,20,.40217173,307,6.173336,279,5.6102958,3674,73.878944,1,.020108586,0,0,9,.18097727,683,13.734164
1400000US06037551501,6037551501,2020,4742,0,0,330,6.9590888,214,4.5128636,3295,69.485451,1,.021088148,0,0,57,1.2020245,845,17.819485
1400000US06037551502,6037551502,2020,4885,0,0,603,12.34391,182,3.7256908,3456,70.747185,0,0,30,.61412489,40,.81883317,574,11.750256
1400000US06037551700,6037551700,2020,6066,0,0,253,4.1707878,194,3.1981537,4921,81.124298,55,.90669304,72,1.1869437,79,1.3023409,492,8.1107817
1400000US06037551801,6037551801,2020,3122,0,0,108,3.459321,99,3.1710441,2220,71.108261,0,0,46,1.4734144,142,4.5483665,507,16.23959
1400000US06037551802,6037551802,2020,4081,0,0,416,10.19358,348,8.5273218,2810,68.855675,0,0,0,0,32,.78412151,475,11.639304
1400000US06037551900,6037551900,2020,5290,21,.39697543,947,17.901701,360,6.8052931,3225,60.964085,0,0,0,0,25,.47258979,712,13.459357
1400000US06037552001,6037552001,2020,4143,14,.33791938,479,11.56167,301,7.2652669,2956,71.349266,0,0,0,0,25,.60342747,368,8.882452
1400000US06037552002,6037552002,2020,3379,0,0,802,23.734833,180,5.3270197,2113,62.533295,16,.47351289,0,0,17,.50310743,251,7.4282331
1400000US06037552100,6037552100,2020,6570,0,0,814,12.38965,236,3.5920851,4943,75.235924,0,0,5,.076103501,93,1.4155251,479,7.2907152
1400000US06037552200,6037552200,2020,5804,20,.34458995,490,8.4424534,450,7.7532735,4389,75.620262,24,.41350794,50,.86147487,0,0,381,6.5644383
1400000US06037552301,6037552301,2020,4376,0,0,652,14.899451,469,10.71755,2697,61.631626,147,3.3592322,0,0,57,1.3025594,354,8.0895796
1400000US06037552302,6037552302,2020,4304,0,0,579,13.452602,103,2.3931227,2043,47.467472,34,.78996283,8,.18587361,87,2.0213754,1450,33.68959
1400000US06037552400,6037552400,2020,2339,6,.25651988,115,4.9166312,99,4.2325778,1856,79.350151,0,0,41,1.7528858,39,1.6673793,183,7.8238564
1400000US06037552601,6037552601,2020,5560,0,0,133,2.3920863,168,3.0215828,4835,86.960434,23,.41366908,89,1.6007195,36,.64748204,276,4.9640288
1400000US06037552602,6037552602,2020,3974,25,.62908906,1309,32.939106,220,5.535984,2065,51.962757,8,.2013085,0,0,52,1.3085053,295,7.4232512
1400000US06037552700,6037552700,2020,6712,0,0,1304,19.427891,103,1.534565,4523,67.386772,11,.16388558,0,0,37,.55125147,734,10.935637
1400000US06037552800,6037552800,2020,5771,0,0,733,12.701438,144,2.4952347,4092,70.906258,20,.34656039,0,0,109,1.8887541,673,11.661757
1400000US06037552900,6037552900,2020,7286,23,.31567389,990,13.587703,441,6.0527039,4162,57.123249,239,3.2802634,10,.13724951,118,1.6195444,1303,17.883612
1400000US06037553000,6037553000,2020,4988,63,1.2630312,174,3.4883721,147,2.947073,3910,78.38813,30,.60144347,0,0,67,1.3432237,597,11.968725
1400000US06037553100,6037553100,2020,6737,18,.26718125,901,13.373905,870,12.91376,3434,50.972244,182,2.7014992,0,0,228,3.3842957,1104,16.387115
1400000US06037553201,6037553201,2020,3969,6,.15117158,296,7.457798,301,7.5837741,2692,67.825645,0,0,6,.15117158,82,2.0660117,586,14.764424
1400000US06037553202,6037553202,2020,3526,0,0,270,7.657402,342,9.6993761,2383,67.583664,0,0,0,0,29,.82246172,502,14.237096
1400000US06037553300,6037553300,2020,3211,2,.062285893,354,11.024603,143,4.4534411,2251,70.102768,6,.18685767,0,0,76,2.366864,379,11.803177
1400000US06037553400,6037553400,2020,3497,0,0,197,5.6334,88,2.5164428,2876,82.24192,52,1.4869889,0,0,0,0,284,8.1212463
1400000US06037553502,6037553502,2020,3920,0,0,266,6.7857141,452,11.530612,2672,68.163269,0,0,9,.22959183,55,1.4030613,466,11.887755
1400000US06037553503,6037553503,2020,3330,0,0,15,.45045045,416,12.492493,2822,84.744743,0,0,32,.96096098,0,0,45,1.3513514
1400000US06037553504,6037553504,2020,4998,0,0,230,4.601841,191,3.8215287,4178,83.593437,0,0,0,0,36,.7202881,363,7.2629051
1400000US06037553601,6037553601,2020,4542,0,0,124,2.7300749,228,5.019815,3898,85.82122,0,0,0,0,51,1.1228534,241,5.3060327
1400000US06037553602,6037553602,2020,4568,17,.37215412,96,2.1015761,759,16.615587,3449,75.503502,78,1.7075306,0,0,0,0,169,3.6996498
1400000US06037553701,6037553701,2020,4056,0,0,58,1.4299803,71,1.750493,3797,93.614395,0,0,0,0,7,.17258383,123,3.0325444
1400000US06037553702,6037553702,2020,4600,0,0,58,1.2608696,283,6.152174,4215,91.630432,0,0,0,0,10,.2173913,34,.73913044
1400000US06037553801,6037553801,2020,4575,0,0,43,.93989068,389,8.5027323,3922,85.726776,125,2.7322404,20,.43715847,10,.21857923,66,1.4426229
1400000US06037553802,6037553802,2020,7229,9,.12449855,330,4.5649467,641,8.8670635,5431,75.12796,0,0,9,.12449855,158,2.1856411,651,9.0053949
1400000US06037553901,6037553901,2020,6502,0,0,444,6.8286681,372,5.7213163,5228,80.406029,0,0,15,.23069824,129,1.984005,314,4.8292832
1400000US06037553902,6037553902,2020,5629,0,0,213,3.7839758,351,6.2355657,4491,79.783264,48,.85272694,0,0,87,1.5455676,439,7.7988987
1400000US06037554001,6037554001,2020,4143,0,0,685,16.533913,205,4.9481053,2122,51.218922,0,0,0,0,188,4.5377746,943,22.761284
1400000US06037554002,6037554002,2020,5301,0,0,527,9.9415207,611,11.526127,3386,63.874741,0,0,18,.33955857,130,2.4523675,629,11.865685
1400000US06037554101,6037554101,2020,3181,0,0,115,3.6152153,398,12.511788,2266,71.235458,0,0,0,0,72,2.2634392,330,10.374096
1400000US06037554105,6037554105,2020,4594,0,0,638,13.88768,806,17.544624,2395,52.133217,26,.56595558,0,0,57,1.2407488,672,14.627775
1400000US06037554106,6037554106,2020,3810,0,0,609,15.984252,451,11.837271,2089,54.829395,0,0,0,0,65,1.7060367,596,15.643044
1400000US06037554201,6037554201,2020,3890,25,.64267349,382,9.8200512,185,4.755784,2612,67.14653,0,0,46,1.1825193,53,1.3624679,587,15.089974
1400000US06037554203,6037554203,2020,3877,0,0,256,6.6030436,151,3.8947639,2223,57.338146,199,5.1328344,0,0,348,8.9760122,700,18.055197
1400000US06037554204,6037554204,2020,4705,0,0,342,7.2688627,558,11.859724,3248,69.032944,0,0,33,.7013815,65,1.3815091,459,9.755579
1400000US06037554301,6037554301,2020,3412,0,0,260,7.6201639,529,15.504103,2146,62.895664,0,0,0,0,0,0,477,13.98007
1400000US06037554302,6037554302,2020,4384,23,.52463502,902,20.574818,229,5.2235403,2596,59.215328,71,1.6195256,0,0,312,7.1167884,251,5.7253652
1400000US06037554403,6037554403,2020,5564,5,.089863405,504,9.0582314,1337,24.029474,2818,50.647018,0,0,44,.79079801,142,2.5521207,714,12.832495
1400000US06037554404,6037554404,2020,4286,13,.30331311,604,14.092394,664,15.492301,2294,53.523098,0,0,32,.7466169,76,1.7732152,603,14.069062
1400000US06037554405,6037554405,2020,3543,32,.90318936,627,17.696867,553,15.608242,1429,40.33305,0,0,0,0,28,.79029071,874,24.66836
1400000US06037554406,6037554406,2020,4206,5,.11887779,854,20.304327,826,19.638611,965,22.943415,0,0,169,4.0180693,187,4.4460297,1200,28.53067
1400000US06037554511,6037554511,2020,4096,0,0,2212,54.003906,628,15.332031,443,10.81543,90,2.1972656,8,.1953125,199,4.8583984,516,12.597656
1400000US06037554512,6037554512,2020,6336,13,.20517677,4196,66.224747,261,4.119318,659,10.400884,0,0,9,.14204545,421,6.6445708,777,12.263258
1400000US06037554513,6037554513,2020,2630,20,.76045626,1642,62.43346,142,5.3992395,314,11.939163,119,4.5247149,11,.41825095,98,3.7262356,284,10.798479
1400000US06037554514,6037554514,2020,4784,0,0,2503,52.320232,407,8.5075254,1138,23.787626,4,.08361204,0,0,131,2.7382944,601,12.562709
1400000US06037554515,6037554515,2020,3341,0,0,1690,50.583656,497,14.875786,405,12.122119,18,.53876084,21,.62855434,304,9.0990725,406,12.15205
1400000US06037554516,6037554516,2020,3872,1,.025826447,2726,70.402893,431,11.131198,399,10.304752,0,0,0,0,0,0,315,8.1353302
1400000US06037554517,6037554517,2020,4353,0,0,2974,68.320702,113,2.5959108,676,15.52952,0,0,0,0,204,4.6864233,386,8.8674479
1400000US06037554518,6037554518,2020,5129,0,0,3344,65.197891,392,7.6428156,645,12.575551,0,0,0,0,144,2.8075647,604,11.776175
1400000US06037554519,6037554519,2020,3671,0,0,2681,73.031868,74,2.0157995,329,8.9621353,0,0,15,.40860802,78,2.1247616,494,13.456823
1400000US06037554521,6037554521,2020,6072,0,0,2439,40.167984,421,6.933465,1176,19.367588,29,.47760209,47,.77404481,439,7.229908,1521,25.049408
1400000US06037554522,6037554522,2020,5104,11,.21551724,2805,54.956898,572,11.206897,809,15.850313,0,0,83,1.6261755,260,5.0940437,564,11.050157
1400000US06037554600,6037554600,2020,4074,10,.24545901,1259,30.90329,278,6.8237605,1798,44.13353,0,0,18,.44182622,141,3.4609721,570,13.991163
1400000US06037554700,6037554700,2020,4112,0,0,664,16.14786,44,1.0700389,3072,74.708168,13,.31614786,107,2.6021402,15,.364786,197,4.7908559
1400000US06037554801,6037554801,2020,2964,0,0,417,14.068826,76,2.5641026,2158,72.807014,0,0,0,0,58,1.9568151,255,8.6032391
1400000US06037554802,6037554802,2020,6201,0,0,3424,55.2169,271,4.3702626,1351,21.786808,28,.45154008,24,.38703436,200,3.2252862,903,14.562167
1400000US06037554900,6037554900,2020,7291,50,.68577701,2732,37.470856,422,5.7879577,2424,33.246468,44,.60348374,102,1.398985,173,2.3727884,1344,18.433685
1400000US06037555001,6037555001,2020,5215,0,0,1836,35.206135,330,6.3279004,2246,43.068073,0,0,0,0,80,1.5340364,723,13.863854
1400000US06037555002,6037555002,2020,3705,0,0,549,14.817814,216,5.8299594,1568,42.321186,275,7.4224024,0,0,45,1.2145749,1052,28.394062
1400000US06037555105,6037555105,2020,5667,53,.93523908,1394,24.598553,884,15.599082,2690,47.467796,0,0,0,0,61,1.0764073,585,10.322922
1400000US06037555106,6037555106,2020,2903,16,.55115396,631,21.736135,249,8.5773335,1743,60.041336,0,0,0,0,69,2.3768516,195,6.7171893
1400000US06037555107,6037555107,2020,5990,0,0,1706,28.480801,497,8.2971621,2177,36.343906,11,.18363939,0,0,328,5.4757929,1271,21.218699
1400000US06037555202,6037555202,2020,3965,0,0,524,13.215637,80,2.0176544,979,24.691046,0,0,34,.85750318,277,6.9861288,2071,52.232029
1400000US06037555211,6037555211,2020,5835,0,0,503,8.6203938,4,.068551846,5165,88.517563,0,0,0,0,9,.15424165,154,2.639246
1400000US06037555212,6037555212,2020,5474,0,0,417,7.6178298,69,1.2605042,4076,74.46109,0,0,0,0,48,.87687248,864,15.783705
1400000US06037555300,6037555300,2020,5195,12,.23099133,425,8.1809435,377,7.256978,3143,60.500481,2,.038498558,12,.23099133,27,.51973051,1197,23.041386
1400000US06037570001,6037570001,2020,5017,10,.1993223,1072,21.367352,411,8.1921463,1580,31.492924,199,3.9665139,0,0,273,5.4414988,1472,29.340242
1400000US06037570002,6037570002,2020,2501,40,1.5993602,295,11.795282,235,9.3962412,714,28.54858,7,.27988803,0,0,50,1.9992003,1160,46.381447
1400000US06037570003,6037570003,2020,4011,0,0,504,12.565445,122,3.0416355,1647,41.06208,0,0,0,0,37,.92246324,1701,42.408379
1400000US06037570100,6037570100,2020,2982,0,0,928,31.120054,300,10.060362,1076,36.083164,25,.83836353,0,0,45,1.5090543,608,20.389
1400000US06037570202,6037570202,2020,6214,36,.579337,757,12.182169,995,16.01223,3966,63.823624,64,1.0299324,0,0,51,.82072741,345,5.5519795
1400000US06037570203,6037570203,2020,4069,0,0,93,2.285574,704,17.301548,3040,74.711235,64,1.572868,0,0,26,.63897765,142,3.4898009
1400000US06037570204,6037570204,2020,4511,0,0,430,9.5322542,857,18.998005,2555,56.639324,0,0,0,0,101,2.2389715,568,12.591443
1400000US06037570303,6037570303,2020,4552,0,0,288,6.3268895,1111,24.406855,2670,58.655537,109,2.3945518,23,.50527239,120,2.6362038,231,5.0746922
1400000US06037570304,6037570304,2020,4899,10,.20412329,497,10.144928,926,18.901817,3098,63.237396,11,.22453561,0,0,29,.59195757,328,6.6952438
1400000US06037570305,6037570305,2020,4060,0,0,158,3.8916256,463,11.403941,3049,75.098518,41,1.0098522,0,0,45,1.1083744,304,7.4876847
1400000US06037570306,6037570306,2020,2906,0,0,391,13.454921,449,15.450791,1447,49.79353,0,0,0,0,198,6.8134894,421,14.487267
1400000US06037570402,6037570402,2020,3376,0,0,123,3.6433649,1381,40.906399,1697,50.266586,44,1.3033175,0,0,37,1.0959716,94,2.7843602
1400000US06037570403,6037570403,2020,4196,0,0,297,7.0781698,367,8.7464256,3459,82.435654,0,0,0,0,0,0,73,1.7397522
1400000US06037570404,6037570404,2020,3980,0,0,30,.75376886,581,14.59799,2719,68.316582,121,3.0402009,41,1.0301508,360,9.0452261,128,3.2160804
1400000US06037570502,6037570502,2020,6027,11,.18251203,1072,17.786627,683,11.332337,3352,55.616394,124,2.0574083,8,.13273603,242,4.0152645,535,8.8767214
1400000US06037570503,6037570503,2020,4624,0,0,70,1.5138408,910,19.679932,3017,65.246536,230,4.9740486,0,0,0,0,397,8.58564
1400000US06037570504,6037570504,2020,3838,0,0,471,12.272017,424,11.047421,2584,67.326736,37,.9640438,0,0,65,1.6935904,257,6.6961961
1400000US06037570601,6037570601,2020,5925,208,3.5105486,817,13.789029,640,10.801688,3834,64.708862,0,0,0,0,56,.94514769,370,6.2447257
1400000US06037570602,6037570602,2020,5692,0,0,1770,31.096275,662,11.630359,2641,46.398453,44,.77301478,0,0,135,2.3717499,440,7.7301474
1400000US06037570603,6037570603,2020,4964,0,0,196,3.9484286,2235,45.024174,1822,36.704269,84,1.6921837,0,0,151,3.0419016,476,9.5890408
1400000US06037570701,6037570701,2020,7545,0,0,2064,27.355865,1171,15.520212,2475,32.803181,0,0,0,0,172,2.2796555,1663,22.041086
1400000US06037570703,6037570703,2020,2826,117,4.1401272,482,17.05591,430,15.215853,941,33.297947,5,.17692852,0,0,156,5.5201697,695,24.593065
1400000US06037570800,6037570800,2020,5364,0,0,627,11.689038,418,7.7926922,1541,28.728561,7,.13049963,5,.09321402,313,5.8351974,2453,45.730797
1400000US06037570901,6037570901,2020,5684,0,0,716,12.596763,232,4.0816326,1816,31.949331,61,1.0731879,0,0,367,6.4567208,2492,43.842365
1400000US06037570902,6037570902,2020,3395,0,0,402,11.840942,227,6.6863036,922,27.157585,0,0,25,.736377,292,8.6008835,1527,44.977909
1400000US06037571000,6037571000,2020,5437,0,0,678,12.470112,72,1.3242598,1432,26.338055,0,0,39,.71730733,452,8.3134079,2764,50.836857
1400000US06037571101,6037571101,2020,4922,0,0,341,6.9280782,94,1.9097928,1625,33.015034,33,.67045915,0,0,229,4.6525803,2600,52.824055
1400000US06037571102,6037571102,2020,3450,16,.46376812,533,15.449275,232,6.7246375,711,20.608696,0,0,0,0,109,3.1594203,1849,53.594204
1400000US06037571201,6037571201,2020,3884,0,0,278,7.1575694,69,1.7765191,1145,29.479918,0,0,0,0,150,3.8619978,2242,57.723995
1400000US06037571202,6037571202,2020,4028,50,1.2413108,646,16.037735,412,10.228401,945,23.460775,0,0,0,0,181,4.4935451,1794,44.538231
1400000US06037571300,6037571300,2020,4258,0,0,615,14.4434,356,8.360733,1423,33.419445,0,0,4,.093940817,107,2.5129168,1753,41.169563
1400000US06037571400,6037571400,2020,4761,0,0,924,19.407688,423,8.8846884,1641,34.467548,0,0,22,.46208781,239,5.0199537,1512,31.758034
1400000US06037571502,6037571502,2020,4779,0,0,1271,26.595522,848,17.744297,1456,30.466625,11,.23017368,0,0,99,2.071563,1094,22.891819
1400000US06037571504,6037571504,2020,4901,0,0,452,9.2226076,678,13.833912,1595,32.54438,11,.22444399,24,.48969597,195,3.9787798,1946,39.706181
1400000US06037571505,6037571505,2020,3034,0,0,586,19.314436,534,17.600527,1442,47.528015,0,0,0,0,31,1.0217534,441,14.535267
1400000US06037571600,6037571600,2020,2314,0,0,55,2.3768365,1288,55.661194,734,31.719965,0,0,125,5.4019012,4,.17286085,108,4.667243
1400000US06037571701,6037571701,2020,6647,0,0,902,13.570031,830,12.486836,4205,63.261623,0,0,69,1.0380623,22,.33097637,619,9.3124714
1400000US06037571703,6037571703,2020,3367,0,0,433,12.860113,615,18.265518,2069,61.44936,0,0,11,.32670033,36,1.0692011,203,6.0291061
1400000US06037571704,6037571704,2020,4026,46,1.1425732,210,5.2160954,750,18.628912,2594,64.431198,0,0,0,0,58,1.4406359,368,9.1405859
1400000US06037571800,6037571800,2020,3176,0,0,376,11.838791,241,7.588161,919,28.935768,0,0,0,0,40,1.2594458,1600,50.377834
1400000US06037571900,6037571900,2020,5403,0,0,605,11.197483,476,8.8099203,1641,30.372015,0,0,0,0,294,5.4414215,2387,44.179161
1400000US06037572001,6037572001,2020,6201,0,0,699,11.272375,453,7.3052735,1602,25.834543,0,0,156,2.5157232,342,5.5152397,2949,47.556847
1400000US06037572201,6037572201,2020,6038,0,0,1153,19.095728,680,11.262008,2879,47.681351,4,.066247098,0,0,235,3.8920171,1087,18.002649
1400000US06037572202,6037572202,2020,3297,0,0,949,28.783743,461,13.982409,1167,35.395813,76,2.305126,16,.48528966,90,2.7297542,538,16.317865
1400000US06037572301,6037572301,2020,3764,0,0,648,17.215729,147,3.9054198,2643,70.21785,27,.71732199,0,0,80,2.1253984,219,5.8182783
1400000US06037572500,6037572500,2020,3973,0,0,1130,28.441984,679,17.090361,1436,36.14397,0,0,0,0,277,6.9720616,451,11.351624
1400000US06037572600,6037572600,2020,5058,9,.17793594,1549,30.624752,452,8.9363384,2614,51.680508,98,1.9375247,0,0,172,3.4005535,164,3.2423882
1400000US06037572700,6037572700,2020,4850,14,.28865978,1949,40.185566,257,5.2989693,2172,44.783504,179,3.6907218,11,.22680412,139,2.8659794,129,2.6597939
1400000US06037573002,6037573002,2020,3721,0,0,154,4.1386724,694,18.6509,2610,70.142433,0,0,0,0,36,.96748185,227,6.1005106
1400000US06037573003,6037573003,2020,1788,0,0,370,20.693512,164,9.1722593,777,43.456375,0,0,21,1.1744967,46,2.5727069,410,22.930649
1400000US06037573004,6037573004,2020,4866,0,0,301,6.1857791,1294,26.592684,2623,53.904644,196,4.0279489,0,0,47,.96588576,405,8.3230581
1400000US06037573101,6037573101,2020,4741,0,0,337,7.1082048,1527,32.208393,2470,52.098713,0,0,0,0,0,0,407,8.5846872
1400000US06037573102,6037573102,2020,2785,0,0,180,6.4631958,339,12.172352,1713,61.50808,0,0,0,0,97,3.4829443,456,16.373428
1400000US06037573201,6037573201,2020,4339,0,0,830,19.128832,354,8.1585617,2894,66.697395,0,0,0,0,53,1.2214797,208,4.7937312
1400000US06037573202,6037573202,2020,6348,130,2.047889,1790,28.197857,581,9.1524887,3620,57.025833,0,0,0,0,13,.20478891,214,3.3711405
1400000US06037573300,6037573300,2020,4112,0,0,1350,32.830738,767,18.652723,1826,44.406616,0,0,0,0,0,0,169,4.1099224
1400000US06037573401,6037573401,2020,1458,0,0,242,16.59808,263,18.038408,536,36.762688,0,0,0,0,47,3.223594,370,25.37723
1400000US06037573402,6037573402,2020,6778,0,0,1374,20.271467,362,5.3408084,3083,45.485394,17,.25081146,5,.073768072,221,3.2605488,1716,25.317204
1400000US06037573403,6037573403,2020,3194,0,0,834,26.11146,669,20.945522,564,17.65811,6,.18785222,13,.40701315,47,1.4715091,1061,33.218536
1400000US06037573601,6037573601,2020,6522,0,0,666,10.211592,670,10.272923,1453,22.278442,18,.27598897,15,.2299908,237,3.6338546,3463,53.09721
1400000US06037573700,6037573700,2020,5091,19,.37320763,555,10.901591,98,1.9249656,1544,30.32803,19,.37320763,0,0,293,5.7552543,2563,50.343742
1400000US06037573800,6037573800,2020,4335,29,.66897345,405,9.3425608,60,1.384083,809,18.662052,70,1.6147635,0,0,251,5.7900805,2711,62.537487
1400000US06037573902,6037573902,2020,1981,0,0,193,9.7425547,112,5.6537104,440,22.211004,0,0,0,0,90,4.54316,1146,57.849571
1400000US06037574000,6037574000,2020,5086,0,0,438,8.6118755,304,5.9771924,1001,19.681479,0,0,12,.2359418,225,4.4239087,3106,61.069603
1400000US06037574100,6037574100,2020,5058,10,.19770661,584,11.546065,318,6.2870698,920,18.189007,0,0,83,1.6409649,295,5.832345,2848,56.306839
1400000US06037574201,6037574201,2020,3001,0,0,334,11.129623,336,11.196268,382,12.729091,0,0,9,.29990003,268,8.930357,1672,55.714764
1400000US06037574202,6037574202,2020,2400,0,0,268,11.166667,94,3.9166667,827,34.458332,4,.16666667,0,0,107,4.4583335,1100,45.833332
1400000US06037574300,6037574300,2020,5942,41,.6900034,348,5.8566141,30,.50488049,1374,23.123528,0,0,0,0,96,1.6156176,4053,68.209358
1400000US06037574400,6037574400,2020,5509,0,0,447,8.1139956,369,6.6981301,909,16.500273,30,.54456341,0,0,239,4.3383555,3515,63.804684
1400000US06037574500,6037574500,2020,6625,133,2.0075471,581,8.7698116,327,4.9358492,1202,18.143396,0,0,0,0,270,4.0754719,4112,62.067924
1400000US06037574602,6037574602,2020,1273,0,0,264,20.738413,28,2.1995287,166,13.040063,0,0,0,0,72,5.655931,743,58.366066
1400000US06037574800,6037574800,2020,3069,16,.52134246,223,7.2662106,348,11.339198,501,16.324535,0,0,9,.29325512,140,4.5617466,1832,59.69371
1400000US06037574901,6037574901,2020,3897,14,.35925069,364,9.340518,39,1.0007699,918,23.556581,0,0,21,.53887606,158,4.0544009,2383,61.149601
1400000US06037574902,6037574902,2020,5481,6,.10946908,1313,23.955482,782,14.267469,1049,19.138844,0,0,0,0,288,5.2545156,2043,37.27422
1400000US06037575001,6037575001,2020,4283,0,0,940,21.947233,669,15.619893,1476,34.461826,0,0,18,.42026618,93,2.1713753,1087,25.379408
1400000US06037575002,6037575002,2020,4583,0,0,703,15.339297,532,11.608117,1224,26.707397,0,0,62,1.3528256,114,2.4874537,1948,42.50491
1400000US06037575101,6037575101,2020,4231,47,1.1108485,579,13.684708,690,16.308201,2362,55.826046,0,0,0,0,54,1.276294,499,11.793902
1400000US06037575102,6037575102,2020,4066,0,0,742,18.248894,379,9.3212004,2579,63.428432,0,0,0,0,89,2.1888833,277,6.812592
1400000US06037575103,6037575103,2020,5131,95,1.851491,587,11.440265,688,13.408692,2699,52.601833,52,1.0134476,33,.6431495,141,2.7480023,836,16.293119
1400000US06037575201,6037575201,2020,4745,0,0,1348,28.408852,554,11.675447,2684,56.564804,0,0,0,0,21,.44257113,138,2.9083245
1400000US06037575202,6037575202,2020,3796,0,0,813,21.417282,226,5.9536352,2572,67.755531,0,0,0,0,51,1.3435194,134,3.5300317
1400000US06037575300,6037575300,2020,4382,10,.22820629,678,15.472387,424,9.6759472,2848,64.993156,27,.616157,0,0,62,1.4148791,333,7.5992699
1400000US06037575401,6037575401,2020,4602,14,.30421555,60,1.3037809,573,12.451108,3600,78.22686,0,0,0,0,41,.890917,314,6.8231206
1400000US06037575402,6037575402,2020,3935,0,0,160,4.0660739,319,8.1067343,3292,83.65947,0,0,0,0,75,1.905972,89,2.2617536
1400000US06037575801,6037575801,2020,2240,0,0,56,2.5,195,8.7053576,1715,76.5625,0,0,3,.13392857,41,1.8303572,230,10.267858
1400000US06037575802,6037575802,2020,5499,13,.23640662,191,3.4733589,407,7.4013457,4052,73.686127,46,.83651572,27,.49099836,115,2.0912893,648,11.78396
1400000US06037575803,6037575803,2020,3205,0,0,268,8.3619347,198,6.1778469,1982,61.840874,0,0,0,0,55,1.7160686,702,21.903276
1400000US06037575901,6037575901,2020,3695,13,.35182679,317,8.5791607,892,24.14073,1746,47.253044,0,0,0,0,159,4.3031125,568,15.372125
1400000US06037575902,6037575902,2020,5411,0,0,400,7.3923488,962,17.778599,1733,32.027351,0,0,118,2.180743,203,3.7516172,1995,36.869339
1400000US06037576001,6037576001,2020,5416,0,0,1000,18.463812,572,10.5613,835,15.417282,82,1.5140325,9,.16617429,130,2.4002955,2788,51.477104
