geoid,geoid20,year,denom_enrolled,frpl_count,frpl_pct,freemeals_count,reducedmeals_count
1400000US06037205120,6037205120,2018,112,103,91.959999,100,3
1400000US06037206010,6037206010,2018,332,248,74.699997,217,31
1400000US06037206050,6037206050,2018,70,59,84.290001,52,7
1400000US06037206051,6037206051,2018,455,437,96.040001,411,26
1400000US06037206054,6037206054,2018,1487,1399,94.080002,1316,83
1400000US06037207101,6037207101,2018,1247,927,74.339996,803,124
1400000US06037207103,6037207103,2018,656,403,61.43,397,6
1400000US06037207400,6037207400,2018,379,365,96.309998,363,2
1400000US06037207502,6037207502,2018,106,99,93.400002,85,14
1400000US06037208001,6037208001,2018,2973,2713,91.25,2520,193
1400000US06037208002,6037208002,2018,587,547,93.190002,506,41
1400000US06037208302,6037208302,2018,1558,1438,92.300003,1384,54
1400000US06037208401,6037208401,2018,1060,1040,98.110001,1021,19
1400000US06037208501,6037208501,2018,946,506,53.490002,447,59
1400000US06037208610,6037208610,2018,493,477,96.75,453,24
1400000US06037208710,6037208710,2018,92,80,86.959999,78,2
1400000US06037208720,6037208720,2018,172,149,86.629997,114,35
1400000US06037208801,6037208801,2018,505,474,93.860001,469,5
1400000US06037208802,6037208802,2018,468,453,96.790001,446,7
1400000US06037208902,6037208902,2018,1333,1318,98.870003,1311,7
1400000US06037209103,6037209103,2018,834,778,93.290001,765,13
1400000US06037209104,6037209104,2018,378,377,99.739998,370,7
1400000US06037209106,6037209106,2018,978,941,96.220001,925,16
1400000US06037209202,6037209202,2018,1156,1108,95.849998,1069,39
1400000US06037209520,6037209520,2018,262,245,93.510002,232,13
1400000US06037209820,6037209820,2018,335,307,91.639999,285,22
1400000US06037210010,6037210010,2018,803,780,97.139999,763,17
1400000US06037211000,6037211000,2018,1790,1425,79.610001,1201,224
1400000US06037211121,6037211121,2018,1069,986,92.239998,927,59
1400000US06037211122,6037211122,2018,2788,2493,89.419998,2341,152
1400000US06037211123,6037211123,2018,906,877,96.800003,842,35
1400000US06037211124,6037211124,2018,664,611,92.019997,569,42
1400000US06037211202,6037211202,2018,737,710,96.339996,690,20
1400000US06037211410,6037211410,2018,664,566,85.239998,489,77
1400000US06037211420,6037211420,2018,474,388,81.860001,347,41
1400000US06037212202,6037212202,2018,694,650,93.660004,640,10
1400000US06037212204,6037212204,2018,794,743,93.580002,654,89
1400000US06037212303,6037212303,2018,249,231,92.769997,213,18
1400000US06037212304,6037212304,2018,3846,3596,93.5,3431,165
1400000US06037212610,6037212610,2018,993,868,87.410004,786,82
1400000US06037212800,6037212800,2018,1888,1534,81.25,1400,134
1400000US06037213201,6037213201,2018,619,594,95.959999,570,24
1400000US06037213202,6037213202,2018,745,706,94.769997,683,23
1400000US06037213310,6037213310,2018,163,155,95.089996,152,3
1400000US06037213320,6037213320,2018,1134,1092,96.300003,1049,43
1400000US06037213402,6037213402,2018,698,678,97.129997,666,12
1400000US06037214100,6037214100,2018,610,170,27.870001,137,33
1400000US06037214501,6037214501,2018,704,222,31.530001,196,26
1400000US06037216201,6037216201,2018,131,116,88.550003,107,9
1400000US06037216301,6037216301,2018,338,229,67.75,206,23
1400000US06037216700,6037216700,2018,1976,1255,63.509998,1061,194
1400000US06037217101,6037217101,2018,327,310,94.800003,293,17
1400000US06037218110,6037218110,2018,2058,1543,74.980003,1440,103
1400000US06037218210,6037218210,2018,479,455,94.989998,425,30
1400000US06037218300,6037218300,2018,308,281,91.230003,245,36
1400000US06037218800,6037218800,2018,590,572,96.949997,544,28
1400000US06037218900,6037218900,2018,776,695,89.559998,617,78
1400000US06037219010,6037219010,2018,541,499,92.239998,488,11
1400000US06037219300,6037219300,2018,616,498,80.839996,447,51
1400000US06037219700,6037219700,2018,948,714,75.32,682,32
1400000US06037219800,6037219800,2018,558,521,93.370003,494,27
1400000US06037219902,6037219902,2018,784,739,94.260002,693,46
1400000US06037220000,6037220000,2018,321,307,95.639999,288,19
1400000US06037220100,6037220100,2018,870,492,56.549999,437,55
1400000US06037221120,6037221120,2018,987,940,95.239998,908,32
1400000US06037221304,6037221304,2018,737,670,90.910004,641,29
1400000US06037221401,6037221401,2018,1094,1036,94.699997,985,51
1400000US06037221602,6037221602,2018,2245,2173,96.790001,2112,61
1400000US06037221810,6037221810,2018,598,571,95.480003,543,28
1400000US06037221900,6037221900,2018,393,362,92.110001,347,15
1400000US06037222002,6037222002,2018,619,566,91.440002,545,21
1400000US06037222500,6037222500,2018,1872,1657,88.510002,1545,112
1400000US06037222600,6037222600,2018,549,525,95.629997,506,19
1400000US06037224010,6037224010,2018,39,39,100,39,0
1400000US06037224020,6037224020,2018,1779,1667,93.699997,1581,86
1400000US06037224320,6037224320,2018,435,414,95.169998,381,33
1400000US06037224410,6037224410,2018,1907,1810,94.910004,1721,89
1400000US06037224420,6037224420,2018,937,882,94.129997,854,28
1400000US06037224600,6037224600,2018,1294,1250,96.599998,1214,36
1400000US06037224702,6037224702,2018,1050,943,89.809998,788,155
1400000US06037226001,6037226001,2018,3046,2944,96.650002,2847,97
1400000US06037226002,6037226002,2018,1102,1038,94.190002,1001,37
1400000US06037226702,6037226702,2018,1340,1296,96.720001,1246,50
1400000US06037227020,6037227020,2018,1335,1298,97.230003,1259,39
1400000US06037228100,6037228100,2018,1768,1716,97.059998,1667,49
1400000US06037228210,6037228210,2018,1736,1645,94.760002,1568,77
1400000US06037228310,6037228310,2018,1272,1224,96.230003,1180,44
1400000US06037228320,6037228320,2018,598,575,96.150002,550,25
1400000US06037228410,6037228410,2018,635,612,96.379997,587,25
1400000US06037228420,6037228420,2018,1232,1206,97.889999,1155,51
1400000US06037228500,6037228500,2018,566,543,95.940002,523,20
1400000US06037228600,6037228600,2018,1346,1303,96.809998,1263,40
1400000US06037228710,6037228710,2018,1165,1124,96.480003,1096,28
1400000US06037228720,6037228720,2018,807,783,97.029999,754,29
1400000US06037228800,6037228800,2018,234,225,96.150002,222,3
1400000US06037229200,6037229200,2018,701,677,96.580002,659,18
1400000US06037229300,6037229300,2018,441,427,96.830002,401,26
1400000US06037229410,6037229410,2018,2885,2769,95.980003,2697,72
1400000US06037229420,6037229420,2018,1838,1751,95.269997,1703,48
1400000US06037231100,6037231100,2018,1867,1822,97.589996,1735,87
1400000US06037231220,6037231220,2018,1149,991,86.25,864,127
1400000US06037231302,6037231302,2018,429,410,95.57,392,18
1400000US06037231400,6037231400,2018,139,135,97.120003,126,9
1400000US06037231500,6037231500,2018,392,368,93.879997,325,43
1400000US06037231603,6037231603,2018,1304,1197,91.790001,1158,39
1400000US06037231710,6037231710,2018,511,504,98.629997,492,12
1400000US06037231720,6037231720,2018,238,230,96.639999,213,17
1400000US06037231800,6037231800,2018,712,696,97.75,684,12
1400000US06037232110,6037232110,2018,1300,1246,95.849998,1215,31
1400000US06037232200,6037232200,2018,1532,1453,94.839996,1363,90
1400000US06037232300,6037232300,2018,194,187,96.389999,174,13
1400000US06037232401,6037232401,2018,638,600,94.040001,580,20
1400000US06037232402,6037232402,2018,159,140,88.050003,133,7
1400000US06037232500,6037232500,2018,525,493,93.900002,477,16
1400000US06037234001,6037234001,2018,696,659,94.68,631,28
1400000US06037234002,6037234002,2018,427,414,96.959999,392,22
1400000US06037234301,6037234301,2018,655,617,94.199997,599,18
1400000US06037234501,6037234501,2018,1163,1049,90.199997,998,51
1400000US06037234502,6037234502,2018,656,608,92.68,574,34
1400000US06037234600,6037234600,2018,2423,2051,84.650002,1868,183
1400000US06037234700,6037234700,2018,294,272,92.519997,263,9
1400000US06037234901,6037234901,2018,543,527,97.050003,512,15
1400000US06037234902,6037234902,2018,113,102,90.269997,100,2
1400000US06037235201,6037235201,2018,1207,1131,93.699997,1063,68
1400000US06037236203,6037236203,2018,704,671,95.309998,614,57
1400000US06037236204,6037236204,2018,578,533,92.209999,524,9
1400000US06037236400,6037236400,2018,209,204,97.610001,192,12
1400000US06037237101,6037237101,2018,3300,3081,93.360001,2999,82
1400000US06037237102,6037237102,2018,560,538,96.07,522,16
1400000US06037237300,6037237300,2018,394,288,73.099998,286,2
1400000US06037237500,6037237500,2018,612,573,93.629997,551,22
1400000US06037237600,6037237600,2018,769,743,96.620003,727,16
1400000US06037237800,6037237800,2018,524,503,95.989998,477,26
1400000US06037237900,6037237900,2018,506,448,88.540001,427,21
1400000US06037238000,6037238000,2018,783,745,95.150002,709,36
1400000US06037238200,6037238200,2018,438,402,91.779999,372,30
1400000US06037238320,6037238320,2018,1178,1043,88.540001,943,100
1400000US06037238400,6037238400,2018,405,389,96.050003,380,9
1400000US06037239201,6037239201,2018,1034,1031,99.709999,1027,4
1400000US06037239320,6037239320,2018,1071,1043,97.389999,1016,27
1400000US06037239330,6037239330,2018,828,798,96.379997,774,24
1400000US06037239502,6037239502,2018,3290,3194,97.080002,3095,99
1400000US06037239601,6037239601,2018,1019,994,97.550003,963,31
1400000US06037239802,6037239802,2018,957,925,96.660004,900,25
1400000US06037240010,6037240010,2018,1424,1350,94.800003,1320,30
1400000US06037240020,6037240020,2018,338,320,94.669998,289,31
1400000US06037240200,6037240200,2018,754,732,97.080002,716,16
1400000US06037240301,6037240301,2018,770,754,97.919998,747,7
1400000US06037240302,6037240302,2018,186,180,96.769997,178,2
1400000US06037240401,6037240401,2018,1317,1247,94.68,1218,29
1400000US06037240500,6037240500,2018,1460,1408,96.440002,1336,72
1400000US06037240600,6037240600,2018,1029,1000,97.18,964,36
1400000US06037240700,6037240700,2018,563,539,95.739998,526,13
1400000US06037240902,6037240902,2018,2284,2210,96.760002,2129,81
1400000US06037241001,6037241001,2018,920,899,97.720001,861,38
1400000US06037241110,6037241110,2018,814,780,95.82,753,27
1400000US06037241120,6037241120,2018,440,428,97.269997,420,8
1400000US06037241202,6037241202,2018,588,558,94.900002,541,17
1400000US06037241400,6037241400,2018,606,590,97.360001,570,20
1400000US06037242000,6037242000,2018,385,380,98.699997,372,8
1400000US06037242100,6037242100,2018,984,953,96.849998,917,36
1400000US06037242201,6037242201,2018,850,824,96.940002,806,18
1400000US06037242202,6037242202,2018,857,824,96.150002,792,32
1400000US06037242300,6037242300,2018,706,688,97.449997,661,27
1400000US06037242600,6037242600,2018,633,607,95.889999,595,12
1400000US06037242700,6037242700,2018,1298,1271,97.919998,1241,30
1400000US06037243001,6037243001,2018,501,476,95.010002,442,34
1400000US06037243002,6037243002,2018,468,461,98.5,450,11
1400000US06037243100,6037243100,2018,537,526,97.949997,512,14
1400000US06037262200,6037262200,2018,893,173,19.370001,137,36
1400000US06037262303,6037262303,2018,548,50,9.1199999,48,2
1400000US06037262604,6037262604,2018,523,60,11.47,59,1
1400000US06037262704,6037262704,2018,2961,1016,34.310001,860,156
1400000US06037262706,6037262706,2018,497,41,8.25,33,8
1400000US06037262802,6037262802,2018,2515,547,21.75,499,48
1400000US06037264305,6037264305,2018,634,511,80.599998,452,59
1400000US06037265100,6037265100,2018,652,50,7.6700001,42,8
1400000US06037265601,6037265601,2018,1062,415,39.080002,358,57
1400000US06037267202,6037267202,2018,829,92,11.1,87,5
1400000US06037267300,6037267300,2018,264,199,75.379997,170,29
1400000US06037267404,6037267404,2018,1499,1114,74.32,915,199
1400000US06037267406,6037267406,2018,224,181,80.800003,166,15
1400000US06037267600,6037267600,2018,815,220,26.99,183,37
1400000US06037269000,6037269000,2018,544,192,35.290001,163,29
1400000US06037269100,6037269100,2018,361,113,31.299999,106,7
1400000US06037269300,6037269300,2018,485,45,9.2799997,42,3
1400000US06037269700,6037269700,2018,3033,2159,71.18,1922,237
1400000US06037269907,6037269907,2018,323,247,76.470001,223,24
1400000US06037271200,6037271200,2018,576,149,25.870001,121,28
1400000US06037271300,6037271300,2018,907,686,75.629997,629,57
1400000US06037271400,6037271400,2018,278,127,45.68,112,15
1400000US06037271500,6037271500,2018,559,94,16.82,86,8
1400000US06037271702,6037271702,2018,590,168,28.469999,145,23
1400000US06037271703,6037271703,2018,1353,844,62.380001,732,112
1400000US06037271801,6037271801,2018,277,235,84.839996,206,29
1400000US06037272100,6037272100,2018,994,659,66.300003,607,52
1400000US06037272302,6037272302,2018,24,15,62.5,11,4
1400000US06037273200,6037273200,2018,1200,633,52.75,572,61
1400000US06037273403,6037273403,2018,403,326,80.889999,304,22
1400000US06037273800,6037273800,2018,2599,1523,58.599998,1331,192
1400000US06037274202,6037274202,2018,380,313,82.370003,276,37
1400000US06037275200,6037275200,2018,549,528,96.169998,489,39
1400000US06037275311,6037275311,2018,1501,746,49.700001,671,75
1400000US06037275400,6037275400,2018,287,186,64.809998,162,24
1400000US06037275500,6037275500,2018,724,559,77.209999,525,34
1400000US06037275603,6037275603,2018,266,127,47.740002,96,31
1400000US06037275604,6037275604,2018,569,86,15.11,72,14
1400000US06037275605,6037275605,2018,423,358,84.629997,305,53
1400000US06037276000,6037276000,2018,277,187,67.510002,150,37
1400000US06037276400,6037276400,2018,322,105,32.610001,75,30
1400000US06037276605,6037276605,2018,452,278,61.5,232,46
1400000US06037276607,6037276607,2018,359,254,70.75,212,42
1400000US06037276608,6037276608,2018,1134,784,69.139999,654,130
1400000US06037277000,6037277000,2018,1680,791,47.080002,643,148
1400000US06037277100,6037277100,2018,407,72,17.690001,62,10
1400000US06037291120,6037291120,2018,742,694,93.529999,635,59
1400000US06037291210,6037291210,2018,540,510,94.440002,472,38
1400000US06037291220,6037291220,2018,356,245,68.82,202,43
1400000US06037291300,6037291300,2018,952,739,77.629997,663,76
1400000US06037293204,6037293204,2018,470,399,84.889999,370,29
1400000US06037293302,6037293302,2018,3028,2519,83.190002,2123,396
1400000US06037293304,6037293304,2018,569,536,94.199997,502,34
1400000US06037294110,6037294110,2018,2969,2648,89.190002,2352,296
1400000US06037294200,6037294200,2018,1547,1452,93.860001,1336,116
1400000US06037294302,6037294302,2018,451,292,64.75,215,77
1400000US06037294410,6037294410,2018,309,287,92.879997,278,9
1400000US06037294510,6037294510,2018,812,758,93.349998,715,43
1400000US06037294520,6037294520,2018,494,455,92.110001,422,33
1400000US06037294610,6037294610,2018,1197,1113,92.980003,1012,101
1400000US06037294620,6037294620,2018,745,694,93.150002,618,76
1400000US06037294830,6037294830,2018,559,535,95.709999,515,20
1400000US06037294900,6037294900,2018,582,556,95.529999,527,29
1400000US06037295103,6037295103,2018,815,461,56.560001,381,80
1400000US06037296220,6037296220,2018,959,573,59.75,477,96
1400000US06037296300,6037296300,2018,689,398,57.759998,316,82
1400000US06037296401,6037296401,2018,443,282,63.66,238,44
1400000US06037296500,6037296500,2018,897,835,93.089996,796,39
1400000US06037296600,6037296600,2018,373,345,92.489998,331,14
1400000US06037296901,6037296901,2018,3957,2700,68.230003,2360,340
1400000US06037297110,6037297110,2018,336,258,76.790001,232,26
1400000US06037297120,6037297120,2018,499,466,93.389999,440,26
1400000US06037297202,6037297202,2018,478,384,80.330002,343,41
1400000US06037297400,6037297400,2018,477,219,45.91,181,38
1400000US06037297501,6037297501,2018,351,125,35.610001,104,21
1400000US06037297601,6037297601,2018,57,46,80.699997,40,6
1400000US06037297602,6037297602,2018,343,215,62.68,179,36
1400000US06037300200,6037300200,2018,2686,589,21.93,475,114
1400000US06037300301,6037300301,2018,2183,826,37.84,700,126
1400000US06037300400,6037300400,2018,502,132,26.290001,107,25
1400000US06037300501,6037300501,2018,3059,782,25.559999,662,120
1400000US06037300602,6037300602,2018,661,168,25.42,138,30
1400000US06037300800,6037300800,2018,792,245,30.93,210,35
1400000US06037300902,6037300902,2018,520,210,40.380001,183,27
1400000US06037301000,6037301000,2018,1305,824,63.139999,734,90
1400000US06037301206,6037301206,2018,3892,2174,55.860001,1793,381
1400000US06037301400,6037301400,2018,830,510,61.450001,422,88
1400000US06037301502,6037301502,2018,669,514,76.830002,430,84
1400000US06037301602,6037301602,2018,634,112,17.67,94,18
1400000US06037301801,6037301801,2018,548,409,74.639999,340,69
1400000US06037301902,6037301902,2018,929,616,66.309998,524,92
1400000US06037302002,6037302002,2018,120,89,74.169998,75,14
1400000US06037302004,6037302004,2018,462,380,82.25,323,57
1400000US06037302104,6037302104,2018,2173,1515,69.720001,1309,206
1400000US06037302302,6037302302,2018,937,590,62.970001,492,98
1400000US06037302504,6037302504,2018,2264,1847,81.580002,1653,194
1400000US06037302505,6037302505,2018,384,325,84.639999,288,37
1400000US06037310201,6037310201,2018,606,223,36.799999,201,22
1400000US06037310300,6037310300,2018,2158,750,34.75,639,111
1400000US06037310601,6037310601,2018,462,272,58.869999,232,40
1400000US06037310602,6037310602,2018,2525,1044,41.349998,929,115
1400000US06037310703,6037310703,2018,733,361,49.25,334,27
1400000US06037310705,6037310705,2018,21,17,80.949997,16,1
1400000US06037310800,6037310800,2018,2953,1022,34.610001,875,147
1400000US06037310900,6037310900,2018,683,182,26.65,161,21
1400000US06037311000,6037311000,2018,959,404,42.130001,338,66
1400000US06037311100,6037311100,2018,970,406,41.860001,327,79
1400000US06037311200,6037311200,2018,92,17,18.48,15,2
1400000US06037311500,6037311500,2018,1240,237,19.110001,209,28
1400000US06037311700,6037311700,2018,1062,397,37.380001,339,58
1400000US06037311802,6037311802,2018,468,205,43.799999,171,34
1400000US06037320101,6037320101,2018,521,454,87.139999,405,49
1400000US06037320102,6037320102,2018,1790,1497,83.629997,1341,156
1400000US06037320201,6037320201,2018,1698,1468,86.449997,1351,117
1400000US06037320202,6037320202,2018,563,504,89.519997,443,61
1400000US06037320300,6037320300,2018,1949,1708,87.629997,1570,138
1400000US06037400205,6037400205,2018,44,44,100,44,0
1400000US06037400208,6037400208,2018,574,87,15.16,78,9
1400000US06037400304,6037400304,2018,941,470,49.950001,410,60
1400000US06037400402,6037400402,2018,2437,657,26.959999,555,102
1400000US06037400403,6037400403,2018,36,36,100,36,0
1400000US06037400404,6037400404,2018,627,114,18.18,97,17
1400000US06037400501,6037400501,2018,909,194,21.34,163,31
1400000US06037400602,6037400602,2018,635,444,69.919998,395,49
1400000US06037400605,6037400605,2018,271,232,85.610001,205,27
1400000US06037400801,6037400801,2018,2094,911,43.509998,761,150
1400000US06037401001,6037401001,2018,598,128,21.4,107,21
1400000US06037401202,6037401202,2018,908,386,42.509998,305,81
1400000US06037401203,6037401203,2018,105,51,48.57,46,5
1400000US06037401311,6037401311,2018,1198,372,31.049999,298,74
1400000US06037401312,6037401312,2018,2265,922,40.709999,755,167
1400000US06037401601,6037401601,2018,520,133,25.58,120,13
1400000US06037401602,6037401602,2018,2652,1018,38.389999,858,160
1400000US06037401705,6037401705,2018,552,282,51.09,253,29
1400000US06037401707,6037401707,2018,359,323,89.970001,294,29
1400000US06037401801,6037401801,2018,663,152,22.93,134,18
1400000US06037401802,6037401802,2018,3041,974,32.029999,828,146
1400000US06037401902,6037401902,2018,1989,783,39.369999,648,135
1400000US06037402001,6037402001,2018,336,255,75.889999,211,44
1400000US06037402002,6037402002,2018,367,214,58.310001,175,39
1400000US06037402101,6037402101,2018,319,302,94.669998,275,27
1400000US06037402102,6037402102,2018,2100,1858,88.480003,1650,208
1400000US06037402200,6037402200,2018,288,250,86.809998,227,23
1400000US06037402301,6037402301,2018,1303,1179,90.480003,1076,103
1400000US06037402303,6037402303,2018,369,354,95.93,335,19
1400000US06037402403,6037402403,2018,913,539,59.040001,439,100
1400000US06037402405,6037402405,2018,917,829,90.400002,734,95
1400000US06037402406,6037402406,2018,1075,1018,94.699997,928,90
1400000US06037402501,6037402501,2018,1201,1181,98.330002,1121,60
1400000US06037402503,6037402503,2018,954,905,94.860001,837,68
1400000US06037402504,6037402504,2018,526,506,96.199997,459,47
1400000US06037402601,6037402601,2018,609,590,96.879997,547,43
1400000US06037402702,6037402702,2018,1037,937,90.360001,869,68
1400000US06037402703,6037402703,2018,302,269,89.07,231,38
1400000US06037402705,6037402705,2018,582,555,95.360001,525,30
1400000US06037402706,6037402706,2018,248,239,96.370003,220,19
1400000US06037402902,6037402902,2018,646,605,93.650002,546,59
1400000US06037402903,6037402903,2018,1618,1538,95.059998,1409,129
1400000US06037403000,6037403000,2018,3101,2849,91.870003,2549,300
1400000US06037403316,6037403316,2018,1003,612,61.02,513,99
1400000US06037403317,6037403317,2018,2032,1181,58.119999,965,216
1400000US06037403318,6037403318,2018,530,375,70.75,330,45
1400000US06037403320,6037403320,2018,361,147,40.720001,126,21
1400000US06037403321,6037403321,2018,320,207,64.690002,182,25
1400000US06037403323,6037403323,2018,1759,367,20.860001,328,39
1400000US06037403324,6037403324,2018,652,135,20.709999,116,19
1400000US06037403325,6037403325,2018,4145,810,19.540001,740,70
1400000US06037403326,6037403326,2018,684,190,27.780001,173,17
1400000US06037403327,6037403327,2018,327,206,63,179,27
1400000US06037403401,6037403401,2018,489,133,27.200001,120,13
1400000US06037403402,6037403402,2018,3037,724,23.84,640,84
1400000US06037403404,6037403404,2018,1286,311,24.18,274,37
1400000US06037403407,6037403407,2018,605,92,15.21,79,13
1400000US06037403408,6037403408,2018,1075,501,46.599998,404,97
1400000US06037403409,6037403409,2018,539,129,23.93,120,9
1400000US06037403601,6037403601,2018,885,541,61.130001,459,82
1400000US06037403702,6037403702,2018,1906,1031,54.09,902,129
1400000US06037403703,6037403703,2018,396,254,64.139999,224,30
1400000US06037403722,6037403722,2018,735,432,58.779999,372,60
1400000US06037403801,6037403801,2018,1156,816,70.589996,716,100
1400000US06037403901,6037403901,2018,49,27,55.099998,24,3
1400000US06037403902,6037403902,2018,431,251,58.240002,224,27
1400000US06037404000,6037404000,2018,756,648,85.709999,580,68
1400000US06037404100,6037404100,2018,436,394,90.370003,355,39
1400000US06037404201,6037404201,2018,2080,1729,83.129997,1523,206
1400000US06037404203,6037404203,2018,210,175,83.330002,153,22
1400000US06037404401,6037404401,2018,699,571,81.690002,498,73
1400000US06037404402,6037404402,2018,696,608,87.360001,546,62
1400000US06037404503,6037404503,2018,257,231,89.879997,215,16
1400000US06037404504,6037404504,2018,448,405,90.400002,374,31
1400000US06037404600,6037404600,2018,1808,1378,76.220001,1202,176
1400000US06037404701,6037404701,2018,878,808,92.029999,732,76
1400000US06037404702,6037404702,2018,679,584,86.010002,539,45
1400000US06037404804,6037404804,2018,2669,2347,87.940002,2091,256
1400000US06037404805,6037404805,2018,488,449,92.010002,411,38
1400000US06037404806,6037404806,2018,1040,913,87.790001,841,72
1400000US06037404901,6037404901,2018,541,448,82.809998,407,41
1400000US06037404903,6037404903,2018,499,448,89.779999,393,55
1400000US06037405001,6037405001,2018,947,815,86.059998,737,78
1400000US06037405002,6037405002,2018,342,332,97.080002,295,37
1400000US06037405101,6037405101,2018,1645,1451,88.209999,1302,149
1400000US06037405201,6037405201,2018,2285,1986,86.910004,1807,179
1400000US06037405202,6037405202,2018,679,610,89.839996,559,51
1400000US06037405302,6037405302,2018,509,400,78.589996,356,44
1400000US06037405400,6037405400,2018,279,213,76.339996,190,23
1400000US06037405600,6037405600,2018,1036,750,72.389999,604,146
1400000US06037405701,6037405701,2018,902,684,75.830002,564,120
1400000US06037405702,6037405702,2018,1251,904,72.260002,760,144
1400000US06037405800,6037405800,2018,1731,1362,78.68,1213,149
1400000US06037406000,6037406000,2018,1895,1392,73.459999,1152,240
1400000US06037406103,6037406103,2018,600,425,70.830002,361,64
1400000US06037406201,6037406201,2018,1315,963,73.230003,798,165
1400000US06037406300,6037406300,2018,2242,1140,50.849998,933,207
1400000US06037406413,6037406413,2018,1305,829,63.52,699,130
1400000US06037406601,6037406601,2018,3755,2571,68.470001,2188,383
1400000US06037406602,6037406602,2018,400,309,77.25,273,36
1400000US06037406701,6037406701,2018,355,288,81.129997,253,35
1400000US06037406702,6037406702,2018,218,177,81.190002,157,20
1400000US06037406801,6037406801,2018,1899,1347,70.93,1151,196
1400000US06037406903,6037406903,2018,2262,1533,67.769997,1260,273
1400000US06037407001,6037407001,2018,387,352,90.959999,320,32
1400000US06037407002,6037407002,2018,624,567,90.870003,518,49
1400000US06037407101,6037407101,2018,1823,1582,86.779999,1464,118
1400000US06037407201,6037407201,2018,341,302,88.559998,272,30
1400000US06037407301,6037407301,2018,344,309,89.830002,286,23
1400000US06037407302,6037407302,2018,1160,1062,91.550003,940,122
1400000US06037407501,6037407501,2018,898,725,80.730003,628,97
1400000US06037407502,6037407502,2018,626,524,83.709999,485,39
1400000US06037407602,6037407602,2018,621,557,89.690002,503,54
1400000US06037407701,6037407701,2018,493,479,97.160004,461,18
1400000US06037407702,6037407702,2018,1487,1294,87.019997,1183,111
1400000US06037407801,6037407801,2018,567,474,83.599998,430,44
1400000US06037407802,6037407802,2018,1348,1127,83.610001,1006,121
1400000US06037407901,6037407901,2018,542,434,80.07,391,43
1400000US06037408003,6037408003,2018,139,99,71.220001,91,8
1400000US06037408135,6037408135,2018,590,547,92.709999,507,40
1400000US06037408136,6037408136,2018,336,277,82.440002,246,31
1400000US06037408137,6037408137,2018,776,651,83.889999,550,101
1400000US06037408138,6037408138,2018,423,407,96.220001,377,30
1400000US06037408139,6037408139,2018,474,447,94.300003,398,49
1400000US06037408140,6037408140,2018,614,577,93.970001,521,56
1400000US06037408141,6037408141,2018,2393,2112,88.260002,1894,218
1400000US06037408212,6037408212,2018,657,395,60.119999,334,61
1400000US06037408213,6037408213,2018,371,333,89.760002,302,31
1400000US06037408301,6037408301,2018,460,433,94.129997,400,33
1400000US06037408302,6037408302,2018,644,376,58.389999,316,60
1400000US06037408401,6037408401,2018,11,6,54.549999,6,0
1400000US06037408402,6037408402,2018,1023,816,79.769997,702,114
1400000US06037408503,6037408503,2018,939,463,49.310001,391,72
1400000US06037408504,6037408504,2018,616,364,59.09,313,51
1400000US06037408505,6037408505,2018,2022,1407,69.580002,1206,201
1400000US06037408623,6037408623,2018,1976,1082,54.759998,895,187
1400000US06037408624,6037408624,2018,251,194,77.290001,168,26
1400000US06037408625,6037408625,2018,1648,709,43.02,594,115
1400000US06037408631,6037408631,2018,604,453,75,406,47
1400000US06037408705,6037408705,2018,3034,1908,62.889999,1638,270
1400000US06037408707,6037408707,2018,882,216,24.49,203,13
1400000US06037408722,6037408722,2018,648,354,54.630001,309,45
1400000US06037408724,6037408724,2018,495,462,93.330002,422,40
1400000US06037408725,6037408725,2018,725,513,70.760002,447,66
1400000US06037408900,6037408900,2018,1762,741,42.049999,611,130
1400000US06037409000,6037409000,2018,538,488,90.709999,443,45
1400000US06037409100,6037409100,2018,154,132,85.709999,121,11
1400000US06037430003,6037430003,2018,346,208,60.119999,165,43
1400000US06037430005,6037430005,2018,355,295,83.099998,264,31
1400000US06037430101,6037430101,2018,1967,1220,62.02,1019,201
1400000US06037430102,6037430102,2018,361,313,86.699997,287,26
1400000US06037430200,6037430200,2018,757,397,52.439999,307,90
1400000US06037430302,6037430302,2018,523,239,45.700001,203,36
1400000US06037430400,6037430400,2018,1436,304,21.17,249,55
1400000US06037430502,6037430502,2018,1197,270,22.559999,226,44
1400000US06037430701,6037430701,2018,623,166,26.65,147,19
1400000US06037430721,6037430721,2018,3225,845,26.200001,693,152
1400000US06037430801,6037430801,2018,845,225,26.629999,195,30
1400000US06037430802,6037430802,2018,1325,385,29.059999,321,64
1400000US06037431002,6037431002,2018,562,370,65.839996,335,35
1400000US06037431003,6037431003,2018,1639,850,51.860001,744,106
1400000US06037431004,6037431004,2018,1753,1091,62.240002,978,113
1400000US06037431100,6037431100,2018,527,384,72.870003,343,41
1400000US06037431200,6037431200,2018,394,353,89.589996,323,30
1400000US06037431400,6037431400,2018,410,297,72.440002,256,41
1400000US06037431501,6037431501,2018,375,269,71.730003,234,35
1400000US06037431502,6037431502,2018,714,584,81.790001,525,59
1400000US06037431600,6037431600,2018,465,136,29.25,112,24
1400000US06037431701,6037431701,2018,1386,414,29.870001,352,62
1400000US06037431800,6037431800,2018,1972,891,45.18,711,180
1400000US06037431900,6037431900,2018,1012,435,42.98,351,84
1400000US06037432002,6037432002,2018,504,257,50.990002,201,56
