geoid,geoid20,year,denom_enrolled,frpl_count,frpl_pct,freemeals_count,reducedmeals_count
1400000US06037132501,6037132501,2021,7,5,71.43,5,0
1400000US06037132700,6037132700,2021,1931,1683,87.160004,1577,106
1400000US06037133000,6037133000,2021,518,361,69.690002,330,31
1400000US06037133101,6037133101,2021,419,376,89.739998,362,14
1400000US06037133102,6037133102,2021,2085,1143,54.82,963,180
1400000US06037134001,6037134001,2021,658,640,97.260002,629,11
1400000US06037134002,6037134002,2021,470,265,56.380001,248,17
1400000US06037134101,6037134101,2021,391,356,91.050003,335,21
1400000US06037134103,6037134103,2021,479,445,92.900002,432,13
1400000US06037134104,6037134104,2021,418,388,92.82,341,47
1400000US06037134302,6037134302,2021,414,315,76.089996,281,34
1400000US06037134303,6037134303,2021,556,538,96.760002,522,16
1400000US06037134304,6037134304,2021,1093,976,89.300003,922,54
1400000US06037134421,6037134421,2021,562,170,30.25,159,11
1400000US06037134422,6037134422,2021,234,158,67.519997,129,29
1400000US06037134423,6037134423,2021,391,162,41.43,137,25
1400000US06037134520,6037134520,2021,1416,1252,88.419998,1196,56
1400000US06037134522,6037134522,2021,683,598,87.550003,578,20
1400000US06037134720,6037134720,2021,1586,1407,88.709999,1319,88
1400000US06037134801,6037134801,2021,403,361,89.580002,337,24
1400000US06037135102,6037135102,2021,295,154,52.200001,130,24
1400000US06037135202,6037135202,2021,765,152,19.870001,133,19
1400000US06037135204,6037135204,2021,874,251,28.719999,229,22
1400000US06037137000,6037137000,2021,3566,1151,32.279999,1017,134
1400000US06037137104,6037137104,2021,608,472,77.629997,456,16
1400000US06037137203,6037137203,2021,595,410,68.910004,367,43
1400000US06037137301,6037137301,2021,512,165,32.23,157,8
1400000US06037137302,6037137302,2021,2018,769,38.110001,666,103
1400000US06037137401,6037137401,2021,649,161,24.809999,137,24
1400000US06037137402,6037137402,2021,410,122,29.76,104,18
1400000US06037137501,6037137501,2021,2966,1654,55.77,1448,206
1400000US06037139001,6037139001,2021,307,100,32.57,80,20
1400000US06037139200,6037139200,2021,277,168,60.650002,150,18
1400000US06037139301,6037139301,2021,596,420,70.470001,374,46
1400000US06037139402,6037139402,2021,2983,1158,38.82,1034,124
1400000US06037139502,6037139502,2021,463,263,56.799999,253,10
1400000US06037139600,6037139600,2021,542,150,27.68,142,8
1400000US06037139701,6037139701,2021,542,42,7.75,35,7
1400000US06037141101,6037141101,2021,702,195,27.780001,186,9
1400000US06037141304,6037141304,2021,643,195,30.33,188,7
1400000US06037141400,6037141400,2021,532,94,17.67,90,4
1400000US06037143200,6037143200,2021,724,440,60.77,404,36
1400000US06037143302,6037143302,2021,1599,863,53.970001,794,69
1400000US06037143700,6037143700,2021,215,57,26.51,53,4
1400000US06037143801,6037143801,2021,874,112,12.81,107,5
1400000US06037181000,6037181000,2021,460,429,93.260002,396,33
1400000US06037181400,6037181400,2021,765,333,43.529999,265,68
1400000US06037181500,6037181500,2021,839,358,42.669998,320,38
1400000US06037181600,6037181600,2021,2196,1184,53.919998,991,193
1400000US06037183101,6037183101,2021,1306,1110,84.989998,1034,76
1400000US06037183104,6037183104,2021,269,200,74.349998,169,31
1400000US06037183220,6037183220,2021,220,186,84.550003,171,15
1400000US06037183401,6037183401,2021,280,234,83.57,212,22
1400000US06037183402,6037183402,2021,272,228,83.82,211,17
1400000US06037183510,6037183510,2021,1463,1309,89.470001,1190,119
1400000US06037183520,6037183520,2021,269,245,91.080002,230,15
1400000US06037183702,6037183702,2021,167,146,87.43,133,13
1400000US06037183810,6037183810,2021,403,373,92.559998,351,22
1400000US06037185101,6037185101,2021,489,380,77.709999,356,24
1400000US06037185102,6037185102,2021,405,320,79.010002,294,26
1400000US06037185204,6037185204,2021,433,66,15.24,62,4
1400000US06037185310,6037185310,2021,1079,984,91.199997,936,48
1400000US06037186100,6037186100,2021,459,248,54.029999,198,50
1400000US06037186401,6037186401,2021,1780,1569,88.150002,1414,155
1400000US06037186404,6037186404,2021,269,251,93.309998,236,15
1400000US06037187101,6037187101,2021,298,183,61.41,173,10
1400000US06037187102,6037187102,2021,1329,828,62.299999,698,130
1400000US06037187300,6037187300,2021,326,260,79.75,225,35
1400000US06037188201,6037188201,2021,439,61,13.9,56,5
1400000US06037188300,6037188300,2021,214,146,68.220001,120,26
1400000US06037189201,6037189201,2021,436,375,86.010002,352,23
1400000US06037189501,6037189501,2021,225,158,70.220001,154,4
1400000US06037189905,6037189905,2021,299,153,51.169998,144,9
1400000US06037190102,6037190102,2021,1304,1199,91.949997,1166,33
1400000US06037190510,6037190510,2021,437,421,96.339996,401,20
1400000US06037190701,6037190701,2021,80,73,91.25,72,1
1400000US06037190901,6037190901,2021,1269,1228,96.769997,1167,61
1400000US06037190902,6037190902,2021,857,825,96.269997,797,28
1400000US06037191120,6037191120,2021,349,337,96.559998,324,13
1400000US06037191204,6037191204,2021,373,354,94.910004,343,11
1400000US06037191301,6037191301,2021,98,87,88.779999,82,5
1400000US06037191410,6037191410,2021,371,364,98.110001,346,18
1400000US06037191720,6037191720,2021,843,786,93.239998,729,57
1400000US06037191810,6037191810,2021,302,282,93.379997,272,10
1400000US06037191901,6037191901,2021,549,504,91.800003,476,28
1400000US06037192001,6037192001,2021,458,223,48.689999,184,39
1400000US06037192002,6037192002,2021,1840,1446,78.589996,1312,134
1400000US06037192410,6037192410,2021,183,164,89.620003,153,11
1400000US06037192520,6037192520,2021,306,287,93.790001,275,12
1400000US06037192620,6037192620,2021,505,481,95.25,462,19
1400000US06037192700,6037192700,2021,316,295,93.349998,284,11
1400000US06037194300,6037194300,2021,458,83,18.120001,79,4
1400000US06037195201,6037195201,2021,2594,1658,63.919998,1511,147
1400000US06037195300,6037195300,2021,1976,1405,71.099998,1281,124
1400000US06037195400,6037195400,2021,381,159,41.73,147,12
1400000US06037195500,6037195500,2021,175,151,86.290001,136,15
1400000US06037195710,6037195710,2021,810,657,81.110001,633,24
1400000US06037197200,6037197200,2021,251,198,78.879997,177,21
1400000US06037197300,6037197300,2021,340,210,61.759998,188,22
1400000US06037197410,6037197410,2021,124,83,66.940002,77,6
1400000US06037197420,6037197420,2021,823,711,86.389999,650,61
1400000US06037199001,6037199001,2021,111,20,18.02,20,0
1400000US06037199002,6037199002,2021,289,277,95.849998,269,8
1400000US06037199120,6037199120,2021,375,336,89.599998,304,32
1400000US06037199201,6037199201,2021,319,315,98.75,315,0
1400000US06037199202,6037199202,2021,1267,1215,95.900002,1158,57
1400000US06037199300,6037199300,2021,585,456,77.949997,441,15
1400000US06037199400,6037199400,2021,105,98,93.330002,97,1
1400000US06037199700,6037199700,2021,1360,1258,92.5,1179,79
1400000US06037199801,6037199801,2021,358,338,94.410004,311,27
1400000US06037199802,6037199802,2021,548,517,94.339996,495,22
1400000US06037201110,6037201110,2021,1021,252,24.68,210,42
1400000US06037201120,6037201120,2021,173,149,86.129997,131,18
1400000US06037201200,6037201200,2021,298,279,93.620003,263,16
1400000US06037201301,6037201301,2021,281,265,94.309998,254,11
1400000US06037201302,6037201302,2021,57,29,50.880001,29,0
1400000US06037201401,6037201401,2021,1706,1507,88.339996,1400,107
1400000US06037201402,6037201402,2021,1728,1567,90.68,1483,84
1400000US06037201501,6037201501,2021,225,213,94.669998,212,1
1400000US06037201602,6037201602,2021,322,294,91.300003,271,23
1400000US06037201700,6037201700,2021,542,111,20.48,86,25
1400000US06037203100,6037203100,2021,349,331,94.839996,323,8
1400000US06037203200,6037203200,2021,575,550,95.650002,538,12
1400000US06037203300,6037203300,2021,1871,1647,88.029999,1514,133
1400000US06037203500,6037203500,2021,174,171,98.279999,164,7
1400000US06037203601,6037203601,2021,623,604,96.949997,592,12
1400000US06037203800,6037203800,2021,467,439,94,429,10
1400000US06037204110,6037204110,2021,550,463,84.18,342,121
1400000US06037204300,6037204300,2021,2425,2333,96.209999,2274,59
1400000US06037204410,6037204410,2021,227,212,93.389999,208,4
1400000US06037204420,6037204420,2021,770,725,94.160004,709,16
1400000US06037204700,6037204700,2021,2239,2141,95.620003,1933,208
1400000US06037204810,6037204810,2021,1510,1391,92.120003,1342,49
1400000US06037204820,6037204820,2021,594,564,94.949997,512,52
1400000US06037204910,6037204910,2021,1181,1122,95,1074,48
1400000US06037205110,6037205110,2021,1031,963,93.400002,892,71
1400000US06037205120,6037205120,2021,83,79,95.18,77,2
1400000US06037206010,6037206010,2021,304,210,69.080002,193,17
1400000US06037206050,6037206050,2021,187,150,80.209999,136,14
1400000US06037206051,6037206051,2021,344,288,83.720001,270,18
1400000US06037206054,6037206054,2021,1336,1270,95.059998,1217,53
1400000US06037207101,6037207101,2021,1132,775,68.459999,716,59
1400000US06037207103,6037207103,2021,601,493,82.029999,466,27
1400000US06037207400,6037207400,2021,335,290,86.57,267,23
1400000US06037207502,6037207502,2021,409,335,81.910004,307,28
1400000US06037207712,6037207712,2021,126,119,94.440002,103,16
1400000US06037208001,6037208001,2021,2761,2519,91.239998,2388,131
1400000US06037208002,6037208002,2021,499,470,94.190002,441,29
1400000US06037208302,6037208302,2021,1339,1301,97.160004,1268,33
1400000US06037208401,6037208401,2021,947,935,98.730003,922,13
1400000US06037208501,6037208501,2021,1004,533,53.09,481,52
1400000US06037208610,6037208610,2021,421,394,93.589996,374,20
1400000US06037208710,6037208710,2021,64,60,93.75,59,1
1400000US06037208720,6037208720,2021,494,434,87.849998,358,76
1400000US06037208801,6037208801,2021,450,445,98.889999,443,2
1400000US06037208802,6037208802,2021,630,613,97.300003,589,24
1400000US06037208902,6037208902,2021,1254,1251,99.760002,1245,6
1400000US06037209103,6037209103,2021,653,617,94.489998,609,8
1400000US06037209104,6037209104,2021,408,407,99.75,407,0
1400000US06037209106,6037209106,2021,963,961,99.790001,956,5
1400000US06037209202,6037209202,2021,1089,1077,98.900002,1062,15
1400000US06037209520,6037209520,2021,533,497,93.25,457,40
1400000US06037209820,6037209820,2021,461,429,93.059998,408,21
1400000US06037210010,6037210010,2021,560,547,97.68,538,9
1400000US06037211000,6037211000,2021,1581,1352,85.519997,1256,96
1400000US06037211121,6037211121,2021,966,870,90.059998,827,43
1400000US06037211122,6037211122,2021,2253,2126,94.360001,2039,87
1400000US06037211123,6037211123,2021,980,956,97.550003,931,25
1400000US06037211124,6037211124,2021,682,545,79.910004,513,32
1400000US06037211202,6037211202,2021,567,553,97.529999,535,18
1400000US06037211410,6037211410,2021,547,532,97.260002,501,31
1400000US06037211420,6037211420,2021,375,329,87.730003,308,21
1400000US06037212202,6037212202,2021,608,601,98.849998,591,10
1400000US06037212204,6037212204,2021,796,736,92.459999,667,69
1400000US06037212303,6037212303,2021,232,221,95.260002,208,13
1400000US06037212304,6037212304,2021,3635,3461,95.209999,3351,110
1400000US06037212610,6037212610,2021,759,691,91.040001,647,44
1400000US06037212800,6037212800,2021,2063,1596,77.360001,1503,93
1400000US06037213201,6037213201,2021,579,530,91.540001,513,17
1400000US06037213202,6037213202,2021,514,504,98.050003,491,13
1400000US06037213310,6037213310,2021,104,100,96.150002,96,4
1400000US06037213320,6037213320,2021,998,962,96.389999,932,30
1400000US06037213402,6037213402,2021,640,624,97.5,610,14
1400000US06037214100,6037214100,2021,603,175,29.02,171,4
1400000US06037214501,6037214501,2021,582,189,32.470001,165,24
1400000US06037216201,6037216201,2021,90,84,93.330002,80,4
1400000US06037216301,6037216301,2021,329,211,64.129997,193,18
1400000US06037216700,6037216700,2021,1896,1106,58.330002,938,168
1400000US06037217101,6037217101,2021,277,255,92.059998,242,13
1400000US06037218110,6037218110,2021,1790,1287,71.900002,1240,47
1400000US06037218210,6037218210,2021,381,375,98.43,358,17
1400000US06037218300,6037218300,2021,321,292,90.970001,273,19
1400000US06037218800,6037218800,2021,485,466,96.080002,453,13
1400000US06037218900,6037218900,2021,741,668,90.150002,620,48
1400000US06037219010,6037219010,2021,420,397,94.519997,379,18
1400000US06037219300,6037219300,2021,565,510,90.269997,472,38
1400000US06037219700,6037219700,2021,786,683,86.900002,661,22
1400000US06037219800,6037219800,2021,617,574,93.029999,533,41
1400000US06037219902,6037219902,2021,629,597,94.910004,576,21
1400000US06037220000,6037220000,2021,242,230,95.040001,225,5
1400000US06037220100,6037220100,2021,967,676,69.910004,644,32
1400000US06037221120,6037221120,2021,678,678,100,662,16
1400000US06037221304,6037221304,2021,566,536,94.699997,518,18
1400000US06037221401,6037221401,2021,986,960,97.360001,926,34
1400000US06037221602,6037221602,2021,1932,1868,96.690002,1831,37
1400000US06037221810,6037221810,2021,434,413,95.160004,404,9
1400000US06037221900,6037221900,2021,334,324,97.010002,316,8
1400000US06037222002,6037222002,2021,422,381,90.279999,370,11
1400000US06037222500,6037222500,2021,1849,1703,92.099998,1632,71
1400000US06037222600,6037222600,2021,745,702,94.230003,674,28
1400000US06037224010,6037224010,2021,22,21,95.449997,21,0
1400000US06037224020,6037224020,2021,1755,1659,94.529999,1584,75
1400000US06037224320,6037224320,2021,453,406,89.620003,377,29
1400000US06037224410,6037224410,2021,1819,1722,94.669998,1665,57
1400000US06037224420,6037224420,2021,859,526,61.23,526,0
1400000US06037224600,6037224600,2021,1169,1111,95.040001,1082,29
1400000US06037224702,6037224702,2021,1001,885,88.410004,808,77
1400000US06037226001,6037226001,2021,2775,2717,97.910004,2646,71
1400000US06037226002,6037226002,2021,953,855,89.720001,844,11
1400000US06037226702,6037226702,2021,1178,1152,97.790001,1111,41
1400000US06037227020,6037227020,2021,1167,1153,98.800003,1128,25
1400000US06037228100,6037228100,2021,1636,1601,97.860001,1532,69
1400000US06037228210,6037228210,2021,1583,1503,94.949997,1478,25
1400000US06037228310,6037228310,2021,1247,1224,98.160004,1194,30
1400000US06037228320,6037228320,2021,559,550,98.389999,541,9
1400000US06037228410,6037228410,2021,691,656,94.93,620,36
1400000US06037228420,6037228420,2021,1210,1175,97.110001,1167,8
1400000US06037228500,6037228500,2021,583,574,98.459999,555,19
1400000US06037228600,6037228600,2021,1171,1147,97.949997,1130,17
1400000US06037228710,6037228710,2021,975,950,97.440002,931,19
1400000US06037228720,6037228720,2021,744,737,99.059998,717,20
1400000US06037228800,6037228800,2021,168,167,99.400002,165,2
1400000US06037229200,6037229200,2021,616,605,98.209999,600,5
1400000US06037229300,6037229300,2021,475,459,96.629997,427,32
1400000US06037229410,6037229410,2021,2769,2728,98.519997,2668,60
1400000US06037229420,6037229420,2021,1515,1480,97.690002,1444,36
1400000US06037231100,6037231100,2021,1777,1725,97.07,1671,54
1400000US06037231220,6037231220,2021,1179,1005,85.239998,905,100
1400000US06037231302,6037231302,2021,374,366,97.860001,355,11
1400000US06037231400,6037231400,2021,119,107,89.919998,103,4
1400000US06037231500,6037231500,2021,410,379,92.440002,270,109
1400000US06037231603,6037231603,2021,1037,999,96.339996,980,19
1400000US06037231710,6037231710,2021,406,398,98.029999,395,3
1400000US06037231720,6037231720,2021,272,249,91.540001,234,15
1400000US06037231800,6037231800,2021,597,592,99.160004,587,5
1400000US06037232110,6037232110,2021,1150,1134,98.610001,1120,14
1400000US06037232200,6037232200,2021,1360,1300,95.589996,1145,155
1400000US06037232300,6037232300,2021,248,233,93.949997,223,10
1400000US06037232401,6037232401,2021,772,746,96.629997,716,30
1400000US06037232402,6037232402,2021,217,197,90.779999,185,12
1400000US06037232500,6037232500,2021,530,493,93.019997,480,13
1400000US06037234001,6037234001,2021,676,633,93.639999,577,56
1400000US06037234002,6037234002,2021,399,394,98.75,354,40
1400000US06037234301,6037234301,2021,599,576,96.160004,563,13
1400000US06037234501,6037234501,2021,899,847,94.220001,831,16
1400000US06037234502,6037234502,2021,659,631,95.75,591,40
1400000US06037234600,6037234600,2021,2157,2013,93.32,1850,163
1400000US06037234700,6037234700,2021,229,220,96.07,209,11
1400000US06037234901,6037234901,2021,434,409,94.239998,402,7
1400000US06037234902,6037234902,2021,155,139,89.68,129,10
1400000US06037235201,6037235201,2021,1036,993,95.849998,941,52
1400000US06037236203,6037236203,2021,627,598,95.370003,548,50
1400000US06037236204,6037236204,2021,488,482,98.769997,476,6
1400000US06037236400,6037236400,2021,156,151,96.790001,147,4
1400000US06037237101,6037237101,2021,2449,2362,96.449997,2313,49
1400000US06037237102,6037237102,2021,596,576,96.639999,569,7
1400000US06037237300,6037237300,2021,580,547,94.309998,528,19
1400000US06037237500,6037237500,2021,532,514,96.620003,504,10
1400000US06037237600,6037237600,2021,619,606,97.900002,596,10
1400000US06037237800,6037237800,2021,457,444,97.160004,430,14
1400000US06037237900,6037237900,2021,388,347,89.43,330,17
1400000US06037238000,6037238000,2021,722,710,98.339996,707,3
1400000US06037238100,6037238100,2021,186,181,97.309998,181,0
1400000US06037238200,6037238200,2021,615,590,95.93,561,29
1400000US06037238320,6037238320,2021,1196,1099,91.889999,840,259
1400000US06037238400,6037238400,2021,338,328,97.040001,321,7
1400000US06037239201,6037239201,2021,1085,1081,99.629997,1062,19
1400000US06037239320,6037239320,2021,997,981,98.400002,971,10
1400000US06037239330,6037239330,2021,748,730,97.589996,716,14
1400000US06037239502,6037239502,2021,3320,3260,98.190002,3200,60
1400000US06037239601,6037239601,2021,949,922,97.150002,908,14
1400000US06037239802,6037239802,2021,929,903,97.199997,886,17
1400000US06037240010,6037240010,2021,1053,1031,97.910004,993,38
1400000US06037240020,6037240020,2021,413,375,90.800003,300,75
1400000US06037240200,6037240200,2021,671,654,97.470001,639,15
1400000US06037240301,6037240301,2021,716,692,96.650002,682,10
1400000US06037240302,6037240302,2021,133,130,97.739998,127,3
1400000US06037240401,6037240401,2021,1048,1025,97.809998,991,34
1400000US06037240500,6037240500,2021,1443,1418,98.269997,1348,70
1400000US06037240600,6037240600,2021,916,904,98.690002,892,12
1400000US06037240700,6037240700,2021,501,486,97.010002,474,12
1400000US06037240902,6037240902,2021,2045,2006,98.089996,1925,81
1400000US06037241001,6037241001,2021,827,816,98.669998,777,39
1400000US06037241110,6037241110,2021,971,957,98.559998,939,18
1400000US06037241120,6037241120,2021,464,464,100,456,8
1400000US06037241202,6037241202,2021,569,557,97.889999,542,15
1400000US06037241400,6037241400,2021,501,493,98.400002,481,12
1400000US06037242000,6037242000,2021,310,309,99.68,301,8
1400000US06037242100,6037242100,2021,810,795,98.150002,776,19
1400000US06037242201,6037242201,2021,742,727,97.980003,714,13
1400000US06037242202,6037242202,2021,683,665,97.360001,619,46
1400000US06037242300,6037242300,2021,638,629,98.589996,613,16
1400000US06037242600,6037242600,2021,577,571,98.959999,564,7
1400000US06037242700,6037242700,2021,1158,1138,98.269997,1129,9
1400000US06037243001,6037243001,2021,503,489,97.220001,474,15
1400000US06037243002,6037243002,2021,377,372,98.669998,366,6
1400000US06037243100,6037243100,2021,426,419,98.360001,416,3
1400000US06037262200,6037262200,2021,871,170,19.52,159,11
1400000US06037262303,6037262303,2021,482,47,9.75,43,4
1400000US06037262604,6037262604,2021,426,57,13.38,55,2
1400000US06037262704,6037262704,2021,2995,757,25.280001,714,43
1400000US06037262706,6037262706,2021,455,45,9.8900003,44,1
1400000US06037262802,6037262802,2021,2370,555,23.42,527,28
1400000US06037264305,6037264305,2021,353,307,86.970001,289,18
1400000US06037265100,6037265100,2021,630,38,6.0300002,38,0
1400000US06037265601,6037265601,2021,946,343,36.259998,307,36
1400000US06037267202,6037267202,2021,757,102,13.47,90,12
1400000US06037267300,6037267300,2021,218,170,77.980003,155,15
1400000US06037267404,6037267404,2021,1445,1039,71.900002,923,116
1400000US06037267406,6037267406,2021,181,144,79.559998,133,11
1400000US06037267600,6037267600,2021,1023,250,24.440001,212,38
1400000US06037269000,6037269000,2021,550,171,31.09,158,13
1400000US06037269100,6037269100,2021,387,120,31.01,118,2
1400000US06037269300,6037269300,2021,461,48,10.41,47,1
1400000US06037269700,6037269700,2021,2868,2028,70.709999,1852,176
1400000US06037269907,6037269907,2021,292,218,74.660004,210,8
1400000US06037271200,6037271200,2021,601,253,42.099998,210,43
1400000US06037271300,6037271300,2021,828,536,64.730003,517,19
1400000US06037271400,6037271400,2021,248,92,37.099998,85,7
1400000US06037271500,6037271500,2021,562,66,11.74,62,4
1400000US06037271702,6037271702,2021,472,132,27.969999,129,3
1400000US06037271703,6037271703,2021,1291,775,60.029999,725,50
1400000US06037271801,6037271801,2021,267,193,72.279999,186,7
1400000US06037272100,6037272100,2021,1217,695,57.110001,654,41
1400000US06037272302,6037272302,2021,18,12,66.669998,11,1
1400000US06037273200,6037273200,2021,1077,553,51.349998,493,60
1400000US06037273403,6037273403,2021,398,312,78.389999,286,26
1400000US06037273800,6037273800,2021,2536,1506,59.380001,1376,130
1400000US06037274202,6037274202,2021,339,283,83.480003,267,16
1400000US06037275200,6037275200,2021,517,481,93.040001,444,37
1400000US06037275311,6037275311,2021,1460,654,44.790001,609,45
1400000US06037275400,6037275400,2021,303,151,49.830002,135,16
1400000US06037275500,6037275500,2021,817,562,68.790001,512,50
1400000US06037275603,6037275603,2021,268,115,42.91,100,15
1400000US06037275604,6037275604,2021,512,74,14.45,70,4
1400000US06037275605,6037275605,2021,355,308,86.760002,266,42
1400000US06037276000,6037276000,2021,209,122,58.369999,109,13
1400000US06037276400,6037276400,2021,314,95,30.25,90,5
1400000US06037276605,6037276605,2021,251,165,65.739998,153,12
1400000US06037276607,6037276607,2021,268,185,69.029999,172,13
1400000US06037276608,6037276608,2021,1112,662,59.529999,608,54
1400000US06037277000,6037277000,2021,1671,791,47.34,731,60
1400000US06037277100,6037277100,2021,395,72,18.23,67,5
1400000US06037291120,6037291120,2021,600,565,94.169998,534,31
1400000US06037291210,6037291210,2021,486,448,92.18,435,13
1400000US06037291220,6037291220,2021,346,311,89.879997,293,18
1400000US06037291300,6037291300,2021,885,685,77.400002,634,51
1400000US06037293204,6037293204,2021,453,397,87.639999,373,24
1400000US06037293302,6037293302,2021,2720,2175,79.959999,1974,201
1400000US06037293304,6037293304,2021,454,427,94.050003,415,12
1400000US06037294110,6037294110,2021,3199,2868,89.650002,2689,179
1400000US06037294200,6037294200,2021,1578,1464,92.779999,1391,73
1400000US06037294302,6037294302,2021,454,292,64.32,210,82
1400000US06037294410,6037294410,2021,274,264,96.349998,256,8
1400000US06037294510,6037294510,2021,697,650,93.260002,608,42
1400000US06037294520,6037294520,2021,372,358,96.239998,339,19
1400000US06037294610,6037294610,2021,1197,1083,90.480003,1023,60
1400000US06037294620,6037294620,2021,575,557,96.870003,533,24
1400000US06037294830,6037294830,2021,614,595,96.910004,566,29
1400000US06037294900,6037294900,2021,533,522,97.940002,508,14
1400000US06037295103,6037295103,2021,829,444,53.560001,394,50
1400000US06037296220,6037296220,2021,969,555,57.279999,498,57
1400000US06037296300,6037296300,2021,621,341,54.91,286,55
1400000US06037296401,6037296401,2021,331,212,64.050003,193,19
1400000US06037296500,6037296500,2021,697,643,92.25,621,22
1400000US06037296600,6037296600,2021,338,326,96.449997,313,13
1400000US06037296901,6037296901,2021,4205,2783,66.18,2545,238
1400000US06037297110,6037297110,2021,156,127,81.410004,119,8
1400000US06037297120,6037297120,2021,426,390,91.550003,371,19
1400000US06037297202,6037297202,2021,415,352,84.82,314,38
1400000US06037297400,6037297400,2021,447,225,50.34,190,35
1400000US06037297501,6037297501,2021,322,126,39.130001,109,17
1400000US06037297601,6037297601,2021,65,54,83.080002,53,1
1400000US06037297602,6037297602,2021,333,216,64.860001,181,35
1400000US06037300200,6037300200,2021,2473,412,16.66,348,64
1400000US06037300301,6037300301,2021,2354,846,35.939999,666,180
1400000US06037300400,6037300400,2021,489,105,21.469999,92,13
1400000US06037300501,6037300501,2021,2963,701,23.66,609,92
1400000US06037300602,6037300602,2021,641,126,19.66,103,23
1400000US06037300800,6037300800,2021,691,176,25.469999,151,25
1400000US06037300902,6037300902,2021,494,152,30.77,136,16
1400000US06037301000,6037301000,2021,1167,672,57.580002,575,97
1400000US06037301206,6037301206,2021,3613,1891,52.34,1604,287
1400000US06037301400,6037301400,2021,837,471,56.27,414,57
1400000US06037301502,6037301502,2021,655,448,68.400002,403,45
1400000US06037301602,6037301602,2021,607,82,13.51,75,7
1400000US06037301801,6037301801,2021,444,320,72.07,279,41
1400000US06037301902,6037301902,2021,928,541,58.299999,484,57
1400000US06037302002,6037302002,2021,108,61,56.48,58,3
1400000US06037302004,6037302004,2021,440,367,83.410004,326,41
1400000US06037302104,6037302104,2021,2022,1335,66.019997,1144,191
1400000US06037302302,6037302302,2021,881,448,50.849998,381,67
1400000US06037302504,6037302504,2021,2214,1707,77.099998,1487,220
1400000US06037302505,6037302505,2021,432,316,73.150002,273,43
1400000US06037310201,6037310201,2021,589,182,30.9,166,16
1400000US06037310300,6037310300,2021,2151,676,31.43,614,62
1400000US06037310601,6037310601,2021,432,224,51.849998,200,24
1400000US06037310602,6037310602,2021,2450,910,37.139999,835,75
1400000US06037310703,6037310703,2021,727,309,42.5,293,16
1400000US06037310705,6037310705,2021,15,11,73.330002,9,2
1400000US06037310800,6037310800,2021,2855,882,30.889999,784,98
1400000US06037310900,6037310900,2021,607,141,23.23,123,18
1400000US06037311000,6037311000,2021,947,355,37.490002,293,62
1400000US06037311100,6037311100,2021,899,334,37.150002,287,47
1400000US06037311200,6037311200,2021,110,14,12.73,14,0
1400000US06037311500,6037311500,2021,1182,192,16.24,164,28
1400000US06037311700,6037311700,2021,1057,334,31.6,289,45
1400000US06037311802,6037311802,2021,456,153,33.549999,136,17
1400000US06037320101,6037320101,2021,475,423,89.050003,388,35
1400000US06037320102,6037320102,2021,1638,1487,90.779999,1400,87
1400000US06037320201,6037320201,2021,1314,1239,94.290001,1165,74
1400000US06037320202,6037320202,2021,453,417,92.050003,396,21
1400000US06037320300,6037320300,2021,1816,1721,94.769997,1600,121
1400000US06037400205,6037400205,2021,40,40,100,40,0
1400000US06037400208,6037400208,2021,548,89,16.24,79,10
1400000US06037400304,6037400304,2021,886,418,47.18,367,51
1400000US06037400402,6037400402,2021,2265,572,25.25,509,63
1400000US06037400403,6037400403,2021,32,32,100,32,0
1400000US06037400404,6037400404,2021,564,97,17.200001,87,10
1400000US06037400501,6037400501,2021,814,159,19.530001,151,8
1400000US06037400602,6037400602,2021,615,424,68.940002,364,60
1400000US06037400605,6037400605,2021,326,263,80.669998,241,22
1400000US06037400801,6037400801,2021,1948,713,36.599998,649,64
1400000US06037401001,6037401001,2021,556,113,20.32,113,0
1400000US06037401202,6037401202,2021,848,337,39.740002,297,40
1400000US06037401203,6037401203,2021,282,116,41.130001,114,2
1400000US06037401311,6037401311,2021,1107,295,26.65,255,40
1400000US06037401312,6037401312,2021,2193,864,39.400002,746,118
1400000US06037401601,6037401601,2021,459,132,28.76,122,10
1400000US06037401602,6037401602,2021,2504,915,36.540001,787,128
1400000US06037401705,6037401705,2021,461,193,41.869999,189,4
1400000US06037401707,6037401707,2021,350,338,96.57,302,36
1400000US06037401801,6037401801,2021,639,114,17.84,108,6
1400000US06037401802,6037401802,2021,2994,719,24.01,673,46
1400000US06037401902,6037401902,2021,1871,528,28.219999,491,37
1400000US06037402001,6037402001,2021,325,163,50.150002,149,14
1400000US06037402002,6037402002,2021,309,125,40.450001,109,16
1400000US06037402101,6037402101,2021,294,288,97.959999,259,29
1400000US06037402102,6037402102,2021,2025,1923,94.959999,1646,277
1400000US06037402200,6037402200,2021,332,300,90.360001,241,59
1400000US06037402301,6037402301,2021,1167,1095,93.830002,965,130
1400000US06037402303,6037402303,2021,322,307,95.339996,284,23
1400000US06037402403,6037402403,2021,781,468,59.919998,398,70
1400000US06037402405,6037402405,2021,900,869,96.559998,769,100
1400000US06037402406,6037402406,2021,962,938,97.510002,851,87
1400000US06037402501,6037402501,2021,1140,1122,98.419998,1046,76
1400000US06037402503,6037402503,2021,827,801,96.860001,720,81
1400000US06037402504,6037402504,2021,452,445,98.449997,397,48
1400000US06037402601,6037402601,2021,660,646,97.879997,595,51
