geoid,geoid20,year,denom_enrolled,frpl_count,frpl_pct,freemeals_count,reducedmeals_count,food_desert,denom_known_poverty,pop_below_100_count,pop_below_100_pct,pop_below_200_count,pop_below_200_pct,total_pop
1400000US06037220100,6037220100,2020,979,640,65.370003,606,34,no,2487,418,16.807398,1075,43.22477,2487
1400000US06037221120,6037221120,2020,774,771,99.610001,748,23,no,3129,893,28.539469,1987,63.502716,3129
1400000US06037221304,6037221304,2020,607,562,92.589996,538,24,no,3833,534,13.931646,2188,57.083225,3912
1400000US06037221401,6037221401,2020,1013,937,92.5,901,36,no,3074,807,26.252439,1900,61.80872,3422
1400000US06037221602,6037221602,2020,2033,1988,97.790001,1933,55,no,2711,691,25.48875,1428,52.67429,2711
1400000US06037221810,6037221810,2020,487,457,93.839996,444,13,no,2740,1313,47.919708,1803,65.802917,2782
1400000US06037221900,6037221900,2020,347,336,96.830002,321,15,no,2665,1737,65.178238,2165,81.238274,4200
1400000US06037222002,6037222002,2020,496,440,88.709999,425,15,no,4997,1118,22.373425,2214,44.306583,5072
1400000US06037222500,6037222500,2020,1859,1616,86.93,1524,92,no,5190,1203,23.179192,2208,42.543354,5195
1400000US06037222600,6037222600,2020,696,593,85.199997,569,24,no,5532,1858,33.586407,3545,64.081703,5638
1400000US06037224010,6037224010,2020,27,27,100,27,0,no,2906,737,25.36132,1626,55.953201,2906
1400000US06037224020,6037224020,2020,1833,1678,91.540001,1598,80,no,2728,1041,38.159824,1674,61.363636,2746
1400000US06037224320,6037224320,2020,465,422,90.75,395,27,no,2926,1395,47.676006,2144,73.274094,2947
1400000US06037224410,6037224410,2020,1805,1720,95.290001,1656,64,no,2936,754,25.681198,1677,57.11853,3083
1400000US06037224420,6037224420,2020,899,769,85.540001,723,46,no,2389,804,33.654247,1849,77.3964,2651
1400000US06037224600,6037224600,2020,1252,1173,93.690002,1140,33,no,3137,888,28.307301,2075,66.145996,3280
1400000US06037224702,6037224702,2020,1016,902,88.779999,816,86,no,1675,1300,77.611938,1507,89.970146,3145
1400000US06037226001,6037226001,2020,2867,2789,97.279999,2690,99,no,2231,915,41.013,1612,72.254593,2268
1400000US06037226002,6037226002,2020,1052,996,94.68,954,42,no,2048,712,34.765625,987,48.193359,2053
1400000US06037226702,6037226702,2020,1218,1189,97.620003,1154,35,no,4929,1605,32.562386,3373,68.431732,4954
1400000US06037227020,6037227020,2020,1269,1231,97.010002,1202,29,no,3691,597,16.174479,2333,63.207802,3726
1400000US06037228100,6037228100,2020,1701,1651,97.059998,1545,106,no,5377,1121,20.848057,3039,56.518505,5377
1400000US06037228210,6037228210,2020,1641,1605,97.809998,1539,66,no,4338,1324,30.520977,2853,65.767632,4338
1400000US06037228310,6037228310,2020,1332,1267,95.120003,1232,35,no,4512,790,17.508865,2308,51.152481,4562
1400000US06037228320,6037228320,2020,591,538,91.029999,520,18,no,3256,935,28.716217,2185,67.10688,3271
1400000US06037228410,6037228410,2020,657,617,93.910004,583,34,no,3461,965,27.882114,2104,60.791679,3489
1400000US06037228420,6037228420,2020,1218,963,79.059998,921,42,no,3337,1106,33.143543,2158,64.668861,3337
1400000US06037228500,6037228500,2020,563,490,87.029999,477,13,no,5071,2011,39.656872,2949,58.154209,5196
1400000US06037228600,6037228600,2020,1238,1207,97.5,1175,32,no,4975,1545,31.055277,3337,67.075378,5041
1400000US06037228710,6037228710,2020,1064,1026,96.43,987,39,no,4024,1363,33.871769,2595,64.488075,4024
1400000US06037228720,6037228720,2020,786,770,97.959999,751,19,no,5024,1416,28.184713,3273,65.147293,5053
1400000US06037228800,6037228800,2020,205,204,99.510002,201,3,no,5379,1526,28.369585,3462,64.361404,5421
1400000US06037229200,6037229200,2020,645,632,97.980003,624,8,no,5006,837,16.719936,2608,52.097485,5012
1400000US06037229300,6037229300,2020,455,361,79.339996,355,6,no,5846,1601,27.386248,3787,64.779335,5846
1400000US06037229410,6037229410,2020,2889,2820,97.610001,2727,93,no,3948,945,23.936171,2586,65.501518,3948
1400000US06037229420,6037229420,2020,1577,1524,96.639999,1479,45,no,4421,1157,26.170549,2545,57.566162,4421
1400000US06037231100,6037231100,2020,1841,1713,93.050003,1633,80,no,3359,1775,52.843109,2550,75.915451,3374
1400000US06037231220,6037231220,2020,1131,941,83.199997,851,90,no,4482,994,22.177599,2533,56.51495,4482
1400000US06037231302,6037231302,2020,376,341,90.690002,334,7,no,3258,191,5.8624926,1283,39.37999,3258
1400000US06037231400,6037231400,2020,111,95,85.589996,88,7,no,4864,991,20.374178,1934,39.761513,4869
1400000US06037231500,6037231500,2020,397,369,92.949997,337,32,no,5251,626,11.921538,1881,35.821747,5257
1400000US06037231603,6037231603,2020,1202,1003,83.440002,989,14,no,2706,848,31.337769,1509,55.764965,2782
1400000US06037231710,6037231710,2020,446,430,96.410004,422,8,no,4116,1315,31.948494,2804,68.12439,4135
1400000US06037231720,6037231720,2020,239,221,92.470001,201,20,no,5016,1397,27.850878,2783,55.482456,5016
1400000US06037231800,6037231800,2020,652,647,99.230003,636,11,no,5680,2043,35.968311,3805,66.989433,5720
1400000US06037232110,6037232110,2020,1214,1192,98.190002,1165,27,no,2920,809,27.705479,1599,54.760273,2920
1400000US06037232200,6037232200,2020,1416,1326,93.639999,1257,69,no,3499,581,16.604744,1540,44.012573,3619
1400000US06037232300,6037232300,2020,242,239,98.760002,223,16,no,5468,946,17.300659,2751,50.310902,5492
1400000US06037232401,6037232401,2020,732,617,84.290001,605,12,no,3884,630,16.220392,1603,41.271885,3912
1400000US06037232402,6037232402,2020,230,210,91.300003,198,12,no,3089,558,18.064098,1423,46.066689,3089
1400000US06037232500,6037232500,2020,491,455,92.669998,441,14,no,5015,875,17.447657,2616,52.163509,5039
1400000US06037234001,6037234001,2020,724,664,91.709999,623,41,no,2590,410,15.830116,524,20.231661,2595
1400000US06037234002,6037234002,2020,423,409,96.690002,357,52,no,2685,635,23.649906,1402,52.216015,2711
1400000US06037234301,6037234301,2020,606,556,91.75,542,14,no,1869,247,13.215623,420,22.47191,1869
1400000US06037234501,6037234501,2020,967,856,88.519997,843,13,no,2939,272,9.2548485,797,27.118067,2974
1400000US06037234502,6037234502,2020,677,577,85.230003,549,28,no,3184,676,21.231155,1559,48.96357,3195
1400000US06037234600,6037234600,2020,2217,1957,88.269997,1807,150,no,5004,816,16.306955,1504,30.055956,5011
1400000US06037234700,6037234700,2020,239,213,89.120003,198,15,no,3677,794,21.593691,1185,32.22736,3692
1400000US06037234901,6037234901,2020,471,415,88.110001,411,4,no,3315,1450,43.740574,2136,64.434387,3315
1400000US06037234902,6037234902,2020,185,160,86.489998,154,6,no,4104,944,23.001949,2747,66.9347,4222
1400000US06037235201,6037235201,2020,1046,975,93.209999,921,54,yes,2787,458,16.433441,823,29.529961,2835
1400000US06037236203,6037236203,2020,666,626,93.989998,569,57,no,3599,1207,33.537094,2448,68.01889,3599
1400000US06037236204,6037236204,2020,554,543,98.010002,531,12,no,3137,1176,37.488045,1855,59.132931,3137
1400000US06037236400,6037236400,2020,181,174,96.129997,170,4,no,4368,275,6.2957873,900,20.604395,4368
1400000US06037237101,6037237101,2020,2656,2313,87.089996,2261,52,no,4030,934,23.176178,2271,56.352356,4099
1400000US06037237102,6037237102,2020,609,575,94.419998,563,12,no,4047,1172,28.959723,2741,67.729179,4054
1400000US06037237300,6037237300,2020,492,398,80.889999,394,4,no,5322,702,13.19053,1794,33.709133,5407
1400000US06037237500,6037237500,2020,545,521,95.599998,498,23,no,2694,1131,41.982182,1868,69.339272,2728
1400000US06037237600,6037237600,2020,666,648,97.300003,632,16,no,3914,960,24.527338,2253,57.562595,3914
1400000US06037237800,6037237800,2020,497,443,89.129997,430,13,no,4015,659,16.41345,1598,39.800747,4015
1400000US06037237900,6037237900,2020,396,344,86.870003,327,17,no,4651,864,18.576651,1815,39.023865,4651
1400000US06037238000,6037238000,2020,734,713,97.139999,703,10,no,6221,674,10.834271,1401,22.520494,6232
1400000US06037238100,6037238100,2020,134,130,97.010002,127,3,no,5314,936,17.61385,2210,41.588257,5314
1400000US06037238200,6037238200,2020,602,549,91.199997,531,18,no,5368,1212,22.578241,2460,45.827126,5448
1400000US06037238320,6037238320,2020,1206,1084,89.879997,1004,80,no,3501,1222,34.904312,2026,57.869179,3542
1400000US06037238400,6037238400,2020,353,335,94.900002,330,5,no,4612,642,13.920208,1005,21.790979,4618
1400000US06037239201,6037239201,2020,1100,1096,99.639999,1084,12,no,3346,945,28.242678,1903,56.873878,3353
1400000US06037239320,6037239320,2020,976,954,97.75,943,11,no,3535,948,26.817539,2142,60.594059,3535
1400000US06037239330,6037239330,2020,793,765,96.470001,748,17,no,2795,638,22.826475,1202,43.005367,2795
1400000US06037239502,6037239502,2020,3537,3432,97.029999,3347,85,no,3940,960,24.365482,2288,58.071068,3990
1400000US06037239601,6037239601,2020,969,889,91.739998,875,14,no,3657,770,21.05551,2283,62.428219,3675
1400000US06037239802,6037239802,2020,920,884,96.089996,854,30,no,5811,1607,27.654448,3583,61.658924,5857
1400000US06037240010,6037240010,2020,1034,1000,96.709999,965,35,no,3809,1256,32.974533,2594,68.101868,3809
1400000US06037240020,6037240020,2020,454,412,90.75,381,31,no,5312,1428,26.88253,3547,66.773346,5321
1400000US06037240200,6037240200,2020,725,705,97.239998,684,21,no,5484,1675,30.5434,3015,54.978119,5523
1400000US06037240301,6037240301,2020,772,737,95.470001,721,16,no,2872,1616,56.26741,1947,67.79248,2881
1400000US06037240302,6037240302,2020,153,144,94.120003,141,3,no,2811,874,31.092138,1408,50.088936,2811
1400000US06037240401,6037240401,2020,1094,1068,97.620003,1030,38,no,6141,1615,26.298649,3359,54.697933,6141
1400000US06037240500,6037240500,2020,1432,1408,98.32,1338,70,no,7013,2473,35.263084,4745,67.660057,7035
1400000US06037240600,6037240600,2020,964,947,98.239998,923,24,no,5911,1476,24.970394,3245,54.897648,5911
1400000US06037240700,6037240700,2020,541,519,95.93,506,13,no,6462,1144,17.703497,3252,50.324978,6462
1400000US06037240902,6037240902,2020,2119,2054,96.93,1962,92,no,3774,1318,34.923157,2143,56.783253,3774
1400000US06037241001,6037241001,2020,879,865,98.410004,826,39,no,4429,843,19.033642,2820,63.671257,4445
1400000US06037241110,6037241110,2020,962,946,98.339996,923,23,no,3631,618,17.020105,2258,62.186726,3648
1400000US06037241120,6037241120,2020,452,452,100,447,5,no,4389,1757,40.031898,3004,68.44384,4389
1400000US06037241202,6037241202,2020,581,567,97.589996,541,26,no,5917,1656,27.987156,2764,46.71286,5922
1400000US06037241400,6037241400,2020,562,553,98.400002,535,18,no,3672,842,22.930283,1862,50.708061,3672
1400000US06037242000,6037242000,2020,334,332,99.400002,319,13,no,4053,1082,26.696274,2515,62.052799,4074
1400000US06037242100,6037242100,2020,861,832,96.629997,794,38,no,2743,1787,65.147652,2408,87.787094,2743
1400000US06037242201,6037242201,2020,778,750,96.400002,733,17,no,3979,966,24.277456,2657,66.775574,4012
1400000US06037242202,6037242202,2020,720,695,96.529999,664,31,no,2743,1229,44.804958,1992,72.621216,2816
1400000US06037242300,6037242300,2020,662,646,97.580002,623,23,no,5034,1961,38.955105,3364,66.825584,5073
1400000US06037242600,6037242600,2020,633,631,99.68,625,6,no,4584,2274,49.60733,4078,88.961609,4584
1400000US06037242700,6037242700,2020,1254,1219,97.209999,1199,20,no,5726,1743,30.440098,3811,66.556061,5756
1400000US06037243001,6037243001,2020,492,421,85.57,410,11,no,3704,710,19.168467,2057,55.534557,3704
1400000US06037243002,6037243002,2020,382,377,98.690002,368,9,no,2668,563,21.10195,1622,60.794601,2668
1400000US06037243100,6037243100,2020,438,430,98.169998,421,9,no,5953,2029,34.083656,3845,64.589279,6090
1400000US06037262200,6037262200,2020,903,158,17.5,139,19,yes,4344,88,2.0257826,154,3.5451198,4471
1400000US06037262303,6037262303,2020,548,34,6.1999998,32,2,yes,2759,140,5.0743022,269,9.7499094,2759
1400000US06037262604,6037262604,2020,482,62,12.86,62,0,no,5532,305,5.5133767,550,9.9421549,5532
1400000US06037262704,6037262704,2020,2964,882,29.76,744,138,no,3489,178,5.1017485,361,10.346805,3489
1400000US06037262706,6037262706,2020,492,40,8.1300001,33,7,no,3692,162,4.3878655,341,9.236186,3692
1400000US06037262802,6037262802,2020,2450,510,20.82,462,48,no,3231,93,2.8783658,235,7.2732902,3231
1400000US06037264305,6037264305,2020,393,333,84.730003,312,21,no,4688,316,6.7406144,1724,36.774742,4688
1400000US06037265100,6037265100,2020,701,47,6.6999998,40,7,no,2531,140,5.5314107,340,13.433426,2531
1400000US06037265601,6037265601,2020,1000,376,37.599998,312,64,no,3480,414,11.896552,837,24.051723,3480
1400000US06037267202,6037267202,2020,804,90,11.19,75,15,no,3756,479,12.752929,907,24.148029,3756
1400000US06037267300,6037267300,2020,250,193,77.199997,171,22,no,4251,590,13.879087,1160,27.287697,4340
1400000US06037267404,6037267404,2020,1463,1041,71.160004,865,176,no,3227,649,20.111559,857,26.557175,3227
1400000US06037267406,6037267406,2020,198,151,76.260002,134,17,no,1898,167,8.7987356,299,15.753425,1918
1400000US06037267600,6037267600,2020,992,282,28.43,242,40,no,2591,396,15.283674,872,33.654961,2591
1400000US06037269000,6037269000,2020,557,166,29.799999,136,30,no,4673,193,4.1301093,417,8.923604,4744
1400000US06037269100,6037269100,2020,392,114,29.08,101,13,no,4612,388,8.4128361,539,11.686904,4612
1400000US06037269300,6037269300,2020,475,36,7.5799999,35,1,no,3948,108,2.7355623,353,8.9412365,3948
1400000US06037269700,6037269700,2020,2977,2099,70.510002,1825,274,no,3715,398,10.713325,708,19.057873,3715
1400000US06037269907,6037269907,2020,298,228,76.510002,212,16,no,2653,168,6.3324537,454,17.112703,2653
1400000US06037271200,6037271200,2020,637,235,36.889999,204,31,no,2627,167,6.3570614,570,21.697754,2627
1400000US06037271300,6037271300,2020,900,579,64.330002,542,37,no,4612,465,10.082394,939,20.35993,4613
1400000US06037271400,6037271400,2020,272,103,37.869999,95,8,no,3750,53,1.4133333,347,9.2533331,3750
1400000US06037271500,6037271500,2020,583,68,11.66,61,7,no,3144,250,7.9516540000000004,350,11.132316,3165
1400000US06037271702,6037271702,2020,528,139,26.33,120,19,no,4204,796,18.934349,1397,33.230255,4204
1400000US06037271703,6037271703,2020,1317,766,58.16,661,105,no,2662,202,7.5882797,436,16.378662,2677
1400000US06037271801,6037271801,2020,297,214,72.050003,201,13,no,3099,466,15.037108,850,27.428204,3099
1400000US06037272100,6037272100,2020,1183,694,58.66,613,81,no,4780,482,10.083682,1114,23.305439,4780
1400000US06037272302,6037272302,2020,18,14,77.779999,13,1,no,3989,321,8.0471296,1165,29.205315,3989
1400000US06037273200,6037273200,2020,1141,585,51.27,487,98,no,3163,396,12.51976,678,21.435347,3163
1400000US06037273403,6037273403,2020,404,312,77.230003,282,30,no,1405,263,18.718861,368,26.192171,1429
1400000US06037273800,6037273800,2020,2548,1487,58.360001,1300,187,no,2922,185,6.3312798,514,17.590691,2922
1400000US06037274202,6037274202,2020,376,295,78.459999,274,21,no,4151,297,7.1549025,542,13.057095,4151
1400000US06037275200,6037275200,2020,524,514,98.089996,445,69,no,3814,476,12.480335,1377,36.103828,3814
1400000US06037275311,6037275311,2020,1448,687,47.439999,618,69,no,5275,366,6.9383888,941,17.838863,5275
1400000US06037275400,6037275400,2020,317,170,53.630001,148,22,no,4185,145,3.4647551,637,15.221027,4185
1400000US06037275500,6037275500,2020,793,562,70.870003,503,59,no,5201,1562,30.032686000000002,2583,49.663525,5337
1400000US06037275603,6037275603,2020,261,103,39.459999,83,20,no,2864,137,4.7835197,384,13.407822,2864
1400000US06037275604,6037275604,2020,571,84,14.71,70,14,no,9492,359,3.7821324,496,5.2254529,9559
1400000US06037275605,6037275605,2020,401,327,81.550003,267,60,no,2685,293,10.912477,403,15.009311,2685
1400000US06037276000,6037276000,2020,216,134,62.040001,104,30,no,5812,196,3.372333,361,6.211287,5960
1400000US06037276400,6037276400,2020,336,89,26.49,75,14,no,4104,362,8.8206625,483,11.769006,4104
1400000US06037276605,6037276605,2020,324,217,66.980003,186,31,yes,2640,36,1.3636364,198,7.5,2640
1400000US06037276607,6037276607,2020,340,227,66.760002,202,25,no,2587,331,12.794743,581,22.458447,2587
1400000US06037276608,6037276608,2020,1170,766,65.470001,651,115,no,2060,177,8.5922327,225,10.92233,2147
1400000US06037277000,6037277000,2020,1729,813,47.02,722,91,no,5581,109,1.953055,913,16.359076,5581
1400000US06037277100,6037277100,2020,402,66,16.42,48,18,no,3176,82,2.5818639,209,6.5806046,3176
1400000US06037291120,6037291120,2020,660,606,91.82,571,35,no,2548,548,21.507065,1035,40.620094,2548
1400000US06037291210,6037291210,2020,499,445,89.18,420,25,no,5413,757,13.984851,2409,44.503971,5429
1400000US06037291220,6037291220,2020,349,296,84.809998,277,19,no,3451,635,18.400463,1516,43.929295,3451
1400000US06037291300,6037291300,2020,949,758,79.870003,651,107,no,3231,91,2.8164654,477,14.763231,3237
1400000US06037293204,6037293204,2020,476,412,86.550003,384,28,no,4260,691,16.220657,1089,25.563381,4260
1400000US06037293302,6037293302,2020,2892,2264,78.279999,1951,313,no,5049,420,8.3184786,880,17.429193,5084
1400000US06037293304,6037293304,2020,497,452,90.949997,429,23,no,5149,521,10.118469,1533,29.772772,5149
1400000US06037294110,6037294110,2020,3105,2763,88.989998,2520,243,no,3701,415,11.213185,1975,53.363956,3701
1400000US06037294200,6037294200,2020,1723,1564,90.769997,1479,85,no,4831,393,8.1349621,1352,27.985924,4831
1400000US06037294302,6037294302,2020,469,301,64.18,204,97,no,4317,663,15.357887,2101,48.668056,4317
1400000US06037294410,6037294410,2020,275,265,96.360001,257,8,no,4985,1218,24.4333,2318,46.4995,4996
1400000US06037294510,6037294510,2020,732,677,92.489998,624,53,no,4843,1001,20.669006,2403,49.618004,4843
1400000US06037294520,6037294520,2020,415,401,96.629997,371,30,no,3846,772,20.072803,1739,45.215809,3846
1400000US06037294610,6037294610,2020,1201,1070,89.089996,996,74,no,4263,836,19.610603,1840,43.162094,4263
1400000US06037294620,6037294620,2020,629,597,94.910004,552,45,no,4545,587,12.915292,2295,50.495049,4546
1400000US06037294830,6037294830,2020,587,564,96.080002,534,30,no,4356,1108,25.43618,2174,49.908173,4399
1400000US06037294900,6037294900,2020,599,578,96.489998,554,24,no,3788,1057,27.903908,2296,60.612461,3831
1400000US06037295103,6037295103,2020,845,483,57.16,372,111,no,5319,218,4.0985146,383,7.2006016,5319
1400000US06037296220,6037296220,2020,937,530,56.560001,449,81,no,3968,1340,33.770161,2258,56.905243,3968
1400000US06037296300,6037296300,2020,641,378,58.970001,291,87,no,4770,331,6.9392033,1187,24.884697,4784
1400000US06037296401,6037296401,2020,336,227,67.559998,193,34,no,3188,106,3.3249686,435,13.644918,3228
1400000US06037296500,6037296500,2020,755,685,90.730003,656,29,no,3284,700,21.31547,1434,43.66626,3284
1400000US06037296600,6037296600,2020,373,351,94.099998,332,19,no,5189,635,12.237425,2638,50.83831,5214
1400000US06037296901,6037296901,2020,4053,2698,66.57,2350,348,no,4440,1017,22.905405,1906,42.927929,4440
1400000US06037297110,6037297110,2020,235,190,80.849998,172,18,no,4628,1309,28.284355,2735,59.096802,4693
1400000US06037297120,6037297120,2020,460,419,91.089996,396,23,no,3040,571,18.782894,1168,38.421051,3062
1400000US06037297202,6037297202,2020,453,382,84.330002,325,57,no,4049,527,13.015559,946,23.363794,4049
1400000US06037297400,6037297400,2020,467,223,47.75,181,42,no,3183,257,8.0741444,428,13.446434,3183
1400000US06037297501,6037297501,2020,346,137,39.599998,90,47,no,2845,337,11.845343,471,16.555361,2845
1400000US06037297601,6037297601,2020,62,55,88.709999,52,3,yes,2976,66,2.217742,1056,35.483871,3017
1400000US06037297602,6037297602,2020,329,220,66.870003,168,52,yes,3515,659,18.748222,1157,32.916073,3515
1400000US06037300200,6037300200,2020,2545,460,18.07,372,88,no,5378,506,9.4087019,927,17.236891,5378
1400000US06037300301,6037300301,2020,2303,830,36.040001,665,165,no,6194,165,2.6638682,768,12.399096,6194
1400000US06037300400,6037300400,2020,494,119,24.09,95,24,no,6200,281,4.532258,1112,17.935484,6200
1400000US06037300501,6037300501,2020,3076,722,23.469999,573,149,no,3032,52,1.7150396,184,6.0686016,3039
1400000US06037300602,6037300602,2020,660,140,21.209999,111,29,no,3323,325,9.7803192,462,13.9031,3455
1400000US06037300800,6037300800,2020,726,217,29.889999,176,41,no,7132,721,10.109366,1145,16.054403,7165
1400000US06037300902,6037300902,2020,516,184,35.66,159,25,no,2257,62,2.7470093,107,4.7408066,2257
1400000US06037301000,6037301000,2020,1237,747,60.389999,626,121,no,5398,697,12.912189,1354,25.083364,5408
1400000US06037301206,6037301206,2020,3741,2072,55.389999,1661,411,no,5322,815,15.313792,1607,30.195415,5330
1400000US06037301400,6037301400,2020,837,504,60.220001,436,68,no,3988,61,1.5295888,403,10.105316,3988
1400000US06037301502,6037301502,2020,651,498,76.5,416,82,no,6798,1568,23.065607,3428,50.426598,6798
1400000US06037301602,6037301602,2020,608,92,15.13,71,21,no,4385,409,9.3272524,1238,28.232611,4472
1400000US06037301801,6037301801,2020,489,378,77.300003,319,59,no,5167,1051,20.340624,1855,35.900909,5176
1400000US06037301902,6037301902,2020,958,607,63.360001,502,105,no,3215,515,16.018663,1020,31.726282,3308
1400000US06037302002,6037302002,2020,139,105,75.540001,87,18,no,3889,1091,28.053484,1713,44.047314,3889
1400000US06037302004,6037302004,2020,473,388,82.029999,338,50,no,4172,828,19.846596,1563,37.464046,4194
1400000US06037302104,6037302104,2020,2074,1422,68.559998,1194,228,no,3565,493,13.828892,1301,36.49369,3679
1400000US06037302302,6037302302,2020,885,500,56.5,408,92,no,5246,938,17.880289,2419,46.111324,5361
1400000US06037302504,6037302504,2020,2191,1761,80.370003,1486,275,no,3970,785,19.7733,2313,58.261963,3970
1400000US06037302505,6037302505,2020,422,347,82.230003,286,61,no,4513,906,20.075338,2317,51.340572,4553
1400000US06037310201,6037310201,2020,616,216,35.060001,189,27,no,5889,381,6.4696894,952,16.165733,5908
1400000US06037310300,6037310300,2020,2207,719,32.580002,616,103,no,2909,156,5.3626676,313,10.759711,2947
1400000US06037310601,6037310601,2020,450,252,56,221,31,no,6905,1260,18.247646,2091,30.282404,6924
1400000US06037310602,6037310602,2020,2493,944,37.869999,832,112,no,2764,144,5.2098408,396,14.327063,2764
1400000US06037310703,6037310703,2020,750,339,45.200001,306,33,no,4517,716,15.851229,1484,32.853664,4517
1400000US06037310705,6037310705,2020,19,18,94.739998,16,2,no,2293,589,25.686872,1031,44.962929,2293
1400000US06037310800,6037310800,2020,2864,918,32.049999,751,167,no,5114,686,13.414157,1370,26.789206,5124
1400000US06037310900,6037310900,2020,686,197,28.719999,178,19,no,6117,324,5.2967143,723,11.819519,6144
1400000US06037311000,6037311000,2020,970,364,37.529999,291,73,no,3516,528,15.017065,682,19.397041,3516
1400000US06037311100,6037311100,2020,946,365,38.580002,284,81,no,4182,685,16.379723,834,19.942612,4191
1400000US06037311200,6037311200,2020,83,15,18.07,14,1,no,3150,192,6.0952382,514,16.317461,3155
1400000US06037311500,6037311500,2020,1227,191,15.57,160,31,no,6013,284,4.7231002,752,12.506236,6013
1400000US06037311700,6037311700,2020,1107,353,31.889999,281,72,no,5717,297,5.1950326,748,13.083785,5966
1400000US06037311802,6037311802,2020,479,189,39.459999,157,32,no,4255,245,5.7579317,1248,29.3302,4266
1400000US06037320101,6037320101,2020,477,377,79.040001,347,30,no,3567,121,3.3922064,880,24.670591,3578
1400000US06037320102,6037320102,2020,1663,1453,87.370003,1348,105,no,3893,389,9.9922943,1180,30.310814,3893
1400000US06037320201,6037320201,2020,1409,1307,92.760002,1218,89,no,4111,488,11.870591,1889,45.94989,4111
1400000US06037320202,6037320202,2020,479,436,91.019997,401,35,no,6132,473,7.7136335,1975,32.208088,6248
1400000US06037320300,6037320300,2020,1968,1835,93.239998,1671,164,no,6414,781,12.176489,2541,39.616463,6414
1400000US06037400205,6037400205,2020,65,65,100,65,0,no,2411,63,2.6130238,114,4.7283287,2536
1400000US06037400208,6037400208,2020,577,92,15.94,81,11,yes,1296,18,1.3888888,80,6.1728396,1296
1400000US06037400304,6037400304,2020,965,504,52.23,449,55,no,7807,611,7.8263097,1213,15.537338,7989
1400000US06037400402,6037400402,2020,2268,580,25.57,491,89,no,4110,207,5.0364962,710,17.274939,4119
1400000US06037400403,6037400403,2020,50,50,100,50,0,yes,4073,262,6.4326048,568,13.945495,4135
1400000US06037400404,6037400404,2020,604,97,16.059999,82,15,yes,4201,221,5.2606521,509,12.116163,4201
1400000US06037400501,6037400501,2020,882,166,18.82,141,25,yes,2023,97,4.7948589,209,10.331191,2049
1400000US06037400602,6037400602,2020,564,410,72.699997,345,65,no,4435,415,9.3573847,1292,29.131905,4449
1400000US06037400605,6037400605,2020,282,231,81.910004,203,28,no,5389,640,11.876043,1133,21.024309,7571
1400000US06037400801,6037400801,2020,2066,831,40.220001,700,131,no,5364,333,6.2080536,893,16.648024,6825
1400000US06037401001,6037401001,2020,589,137,23.26,119,18,yes,2819,112,3.9730401,294,10.429231,2819
1400000US06037401202,6037401202,2020,872,387,44.380001,317,70,no,4297,409,9.5182686,988,22.992786,4384
1400000US06037401203,6037401203,2020,127,65,51.18,61,4,no,4818,487,10.107928,1046,21.710253,5014
1400000US06037401311,6037401311,2020,1132,297,26.24,247,50,no,6626,717,10.821008,1388,20.947781,6626
1400000US06037401312,6037401312,2020,2249,900,40.02,760,140,no,4713,256,5.4317846,859,18.226183,4981
1400000US06037401601,6037401601,2020,494,137,27.73,119,18,no,5538,570,10.292524,1046,18.887686,5547
1400000US06037401602,6037401602,2020,2575,928,36.040001,784,144,no,6122,610,9.9640636,1813,29.614506,6143
1400000US06037401705,6037401705,2020,492,204,41.459999,187,17,no,2867,78,2.720614,288,10.045343,2867
1400000US06037401707,6037401707,2020,362,339,93.650002,305,34,no,8064,1743,21.614584,3515,43.588791,8333
1400000US06037401801,6037401801,2020,656,131,19.969999,105,26,no,3903,178,4.5605946,402,10.299769,4294
1400000US06037401802,6037401802,2020,2976,855,28.73,721,134,no,3497,139,3.9748356,440,12.582213,3497
1400000US06037401902,6037401902,2020,1949,689,35.349998,568,121,no,6386,292,4.5725021,623,9.7557154,6511
1400000US06037402001,6037402001,2020,349,240,68.769997,194,46,no,3526,277,7.8559275,865,24.532047,3526
1400000US06037402002,6037402002,2020,324,157,48.459999,134,23,no,3900,355,9.1025639,1444,37.025642,3997
1400000US06037402101,6037402101,2020,320,303,94.690002,281,22,no,5206,816,15.674222,2737,52.573952,5206
1400000US06037402102,6037402102,2020,2050,1861,90.779999,1597,264,no,4831,932,19.292072,1388,28.731112,4952
1400000US06037402200,6037402200,2020,314,271,86.309998,223,48,no,6443,728,11.299085,1750,27.161261,6931
1400000US06037402301,6037402301,2020,1199,1073,89.489998,938,135,no,5178,678,13.093859,1956,37.775204,5270
1400000US06037402303,6037402303,2020,352,323,91.760002,298,25,no,3529,839,23.774441,1927,54.604702,3687
1400000US06037402403,6037402403,2020,777,451,58.040001,375,76,yes,4196,250,5.9580555,1074,25.595806,5749
1400000US06037402405,6037402405,2020,897,844,94.089996,728,116,yes,2273,534,23.493181,1049,46.150463,2280
1400000US06037402406,6037402406,2020,1006,956,95.029999,870,86,no,4902,952,19.420645,2778,56.670746,4924
1400000US06037402501,6037402501,2020,1192,1143,95.889999,1066,77,no,4975,980,19.698492,2863,57.547737,5048
1400000US06037402503,6037402503,2020,850,799,94,721,78,no,4167,1023,24.550035,1935,46.436287,4167
1400000US06037402504,6037402504,2020,463,441,95.25,413,28,no,2739,533,19.459658,1612,58.853596,2739
